college code,Manditory Branch name,Manditory Sem,Total eligible students,Pending allocations for eligible students
2112,B.E Mechanical Engineering,7,9,7
2112,B.E Civil Engineering,5,24,12
2112,B.E Civil Engineering,5,24,12
2112,B.E Computer Science and Engineering,5,27,20
2112,B.Tech Information Technology,5,12,9
2112,B.E Electronics and Communication Engineering,5,29,21
2112,B.E Computer Science and Engineering,5,27,20
2112,B.E Electronics and Communication Engineering,5,29,21
2112,B.Tech Information Technology,5,12,9
2112,B.E Computer Science and Engineering,5,27,23
2112,B.Tech Information Technology,5,12,10
2112,B.E Electrical and Electronics Engineering,5,33,23
2112,B.E Electrical and Electronics Engineering,7,3,2
2112,B.E Mechanical Engineering,5,33,17
2112,B.E Mechanical Engineering,7,9,6
2112,B.E Biomedical Engineering,5,0,0
2112,B.Tech Artificial Intelligence and Data Science,7,0,0
2112,B.E Medical Electronics Engineering,7,0,0
2112,B.E Medical Electronics Engineering,5,0,0
2112,B.E Biomedical Engineering,7,0,0
2112,B.E Electronics and Communication Engineering,5,29,29
1,B.E Electrical and Electronics Engineering,7,41,30
1,B.E Industrial Engineering,7,32,26
1,B.E Manufacturing Engineering,7,52,41
1,B.E Materials Science And Engineering,7,23,18
1,B.E Mechanical Engineering,7,108,84
1,B.E Mechanical Engineering (Tamil Medium),7,26,21
1,B.E Mining Engineering,7,24,19
1,B.E Printing And Packaging Technology,7,36,29
1,B.E Biomedical Engineering,5,20,17
1,B.E Electrical and Electronics Engineering,5,23,19
1,B.E Electronics and Communication Engineering,5,131,109
1,B.E Industrial Engineering,5,20,16
1,B.E Manufacturing Engineering,5,40,34
1,B.E Materials Science And Engineering,5,18,16
1,B.E Mechanical Engineering,5,86,71
1,B.E Mechanical Engineering (Tamil Medium),5,25,21
1,B.E Mining Engineering,5,19,16
1,B.E Printing And Packaging Technology,5,34,29
1,B.E Biomedical Engineering,5,20,18
1,B.E Computer Science and Engineering,5,131,118
1,B.E Electrical and Electronics Engineering,5,23,21
1,B.E Electronics and Communication Engineering,5,131,118
1,B.Tech Information Technology,5,98,88
1,B.E Biomedical Engineering,5,20,16
1,B.E Computer Science and Engineering,5,131,98
1,B.E Electronics and Communication Engineering,5,131,98
1,B.Tech Information Technology,5,98,73
1,B.E Industrial Engineering,5,20,15
1,B.E Manufacturing Engineering,5,40,31
1,B.E Materials Science And Engineering,5,18,14
1,B.E Mechanical Engineering,5,86,64
1,B.E Mechanical Engineering (Tamil Medium),5,25,19
1,B.E Mining Engineering,5,19,14
1,B.E Printing And Packaging Technology,5,34,26
1,B.E Industrial Engineering,7,32,25
1,B.E Manufacturing Engineering,7,52,42
1,B.E Materials Science And Engineering,7,23,18
1,B.E Mechanical Engineering,7,108,86
1,B.E Mechanical Engineering (Tamil Medium),7,26,21
1,B.E Mining Engineering,7,24,19
1,B.E Printing And Packaging Technology,7,36,28
1,B.E Electrical and Electronics Engineering,5,23,16
1,B.E Electrical and Electronics Engineering,7,41,31
1,B.E Electrical and Electronics Engineering,5,23,18
1,B.E Electrical and Electronics Engineering,7,41,31
1,B.E Industrial Engineering,5,20,17
1,B.E Manufacturing Engineering,5,40,34
1,B.E Materials Science And Engineering,5,18,15
1,B.E Mechanical Engineering,5,86,73
1,B.E Mechanical Engineering (Tamil Medium),5,25,21
1,B.E Mining Engineering,5,19,16
1,B.E Printing And Packaging Technology,5,34,29
1,B.E Industrial Engineering,7,32,27
1,B.E Manufacturing Engineering,7,52,44
1,B.E Materials Science And Engineering,7,23,20
1,B.E Mechanical Engineering,7,108,91
1,B.E Mechanical Engineering (Tamil Medium),7,26,22
1,B.E Mining Engineering,7,24,20
1,B.E Printing And Packaging Technology,7,36,30
1,B.E Civil Engineering,5,34,17
1,B.E Civil Engineering (Tamil Medium),5,23,12
1,B.E Civil Engineering,5,34,17
1,B.E Civil Engineering (Tamil Medium),5,23,11
1,B.E Civil Engineering,7,51,25
1,B.E Civil Engineering (Tamil Medium),7,26,13
1,B.E Civil Engineering,7,51,26
1,B.E Civil Engineering (Tamil Medium),7,26,13
1,B.E Computer Science and Engineering,5,131,98
1,B.Tech Information Technology,5,98,73
1,B.E Biomedical Engineering,5,20,15
1,B.E Electronics and Communication Engineering,5,131,98
1,B.E Biomedical Engineering,5,20,14
1,B.E Computer Science and Engineering,5,131,96
1,B.E Electronics and Communication Engineering,5,131,101
1,B.Tech Information Technology,5,98,71
1,B.E Computer Science and Engineering,5,131,114
1,B.Tech Information Technology,5,98,87
1,B.E Electrical and Electronics Engineering,5,23,18
1,B.E Industrial Engineering,5,20,12
1,B.E Manufacturing Engineering,5,40,21
1,B.E Materials Science And Engineering,5,18,9
1,B.E Mechanical Engineering,5,86,50
1,B.E Mechanical Engineering (Tamil Medium),5,25,14
1,B.E Mining Engineering,5,19,11
1,B.E Printing And Packaging Technology,5,34,18
1,B.E Electrical and Electronics Engineering,7,41,31
1,B.E Industrial Engineering,7,32,18
1,B.E Manufacturing Engineering,7,52,29
1,B.E Materials Science And Engineering,7,23,13
1,B.E Mechanical Engineering,7,108,63
1,B.E Mechanical Engineering (Tamil Medium),7,26,14
1,B.E Mining Engineering,7,24,14
1,B.E Printing And Packaging Technology,7,36,21
1,B.E Biomedical Engineering,5,20,20
1,B.Tech Artificial Intelligence and Data Science,7,0,0
1,B.E Medical Electronics Engineering,7,0,0
1,B.E Medical Electronics Engineering,5,0,0
1,B.E Biomedical Engineering,7,48,0
1,B.E Electronics and Communication Engineering,5,131,131
2104,B.E Electrical and Electronics Engineering,7,58,45
2104,B.E Mechanical Engineering,7,169,135
2104,B.E Mechatronics Engineering,7,61,49
2104,B.E Electrical and Electronics Engineering,5,64,58
2104,B.E Electronics and Communication Engineering,5,123,111
2104,B.E Mechanical Engineering,5,124,109
2104,B.E Mechatronics Engineering,5,65,57
2104,B.E Biomedical Engineering,5,59,53
2104,B.E Computer Science and Engineering,5,190,175
2104,B.E Electrical and Electronics Engineering,5,64,58
2104,B.E Electronics and Communication Engineering,5,123,111
2104,B.E Biomedical Engineering,5,59,53
2104,B.Tech Information Technology,5,64,59
2104,B.Tech Artificial Intelligence and Data Science,5,64,59
2104,B.Tech Computer Science and Business System,5,58,53
2104,B.E Computer Science and Engineering,5,190,142
2104,B.E Electronics and Communication Engineering,5,123,92
2104,B.E Biomedical Engineering,5,59,45
2104,B.Tech Information Technology,5,64,48
2104,B.Tech Artificial Intelligence and Data Science,5,64,48
2104,B.Tech Computer Science and Business System,5,58,42
2104,B.E Mechanical Engineering,5,124,92
2104,B.E Mechanical Engineering,7,169,135
2104,B.E Mechatronics Engineering,5,65,49
2104,B.E Mechatronics Engineering,7,61,49
2104,B.E Electrical and Electronics Engineering,5,64,45
2104,B.E Electrical and Electronics Engineering,7,58,43
2104,B.E Electrical and Electronics Engineering,5,64,51
2104,B.E Electrical and Electronics Engineering,7,58,43
2104,B.E Mechanical Engineering,5,124,105
2104,B.E Mechanical Engineering,7,169,144
2104,B.E Mechatronics Engineering,5,65,55
2104,B.E Mechatronics Engineering,7,61,52
2104,B.E Civil Engineering,5,33,17
2104,B.E Civil Engineering,5,33,16
2104,B.E Civil Engineering,7,45,22
2104,B.E Civil Engineering,7,45,23
2104,B.E Computer Science and Engineering,5,190,142
2104,B.Tech Information Technology,5,64,48
2104,B.Tech Artificial Intelligence and Data Science,5,64,48
2104,B.Tech Computer Science and Business System,5,58,42
2104,B.E Electronics and Communication Engineering,5,123,92
2104,B.E Biomedical Engineering,5,59,44
2104,B.E Computer Science and Engineering,5,190,138
2104,B.E Electronics and Communication Engineering,5,123,86
2104,B.E Biomedical Engineering,5,59,41
2104,B.Tech Information Technology,5,64,47
2104,B.Tech Artificial Intelligence and Data Science,5,64,47
2104,B.Tech Computer Science and Business System,5,58,41
2104,B.E Computer Science and Engineering,5,190,163
2104,B.Tech Information Technology,5,64,54
2104,B.Tech Artificial Intelligence and Data Science,5,64,54
2104,B.Tech Computer Science and Business System,5,58,54
2104,B.E Electrical and Electronics Engineering,5,64,44
2104,B.E Electrical and Electronics Engineering,7,58,43
2104,B.E Mechanical Engineering,5,124,66
2104,B.E Mechanical Engineering,7,169,93
2104,B.E Mechatronics Engineering,5,65,34
2104,B.E Mechatronics Engineering,7,61,33
2104,B.E Biomedical Engineering,5,59,59
2104,B.Tech Artificial Intelligence and Data Science,7,0,0
2104,B.E Medical Electronics Engineering,7,0,0
2104,B.E Medical Electronics Engineering,5,0,0
2104,B.E Biomedical Engineering,7,43,0
2104,B.E Electronics and Communication Engineering,5,123,123
1107,B.E Mechanical Engineering,7,6,5
1107,B.E Electronics and Communication Engineering,5,29,26
1107,B.E Biomedical Engineering,5,43,39
1107,B.E Robotics and Automation Engineering,5,23,20
1107,B.E Computer Science and Engineering,5,85,79
1107,B.E Electronics and Communication Engineering,5,29,26
1107,B.E Biomedical Engineering,5,43,39
1107,B.Tech Artificial Intelligence and Data Science,5,45,41
1107,B.E Computer Science and Engineering,5,85,65
1107,B.E Electronics and Communication Engineering,5,29,22
1107,B.E Biomedical Engineering,5,43,32
1107,B.Tech Artificial Intelligence and Data Science,5,45,34
1107,B.E Mechanical Engineering,7,6,5
1107,B.E Robotics and Automation Engineering,5,23,17
1107,B.E Mechanical Engineering,7,6,5
1107,B.E Robotics and Automation Engineering,5,23,20
1107,B.E Computer Science and Engineering,5,85,65
1107,B.Tech Artificial Intelligence and Data Science,5,45,34
1107,B.E Electronics and Communication Engineering,5,29,22
1107,B.E Biomedical Engineering,5,43,32
1107,B.E Computer Science and Engineering,5,85,63
1107,B.E Electronics and Communication Engineering,5,29,21
1107,B.E Biomedical Engineering,5,43,30
1107,B.Tech Artificial Intelligence and Data Science,5,45,33
1107,B.E Computer Science and Engineering,5,85,68
1107,B.Tech Artificial Intelligence and Data Science,5,45,38
1107,B.E Mechanical Engineering,7,6,3
1107,B.E Robotics and Automation Engineering,5,23,12
1107,B.E Biomedical Engineering,5,43,43
1107,B.Tech Artificial Intelligence and Data Science,7,0,0
1107,B.E Medical Electronics Engineering,7,0,0
1107,B.E Medical Electronics Engineering,5,0,0
1107,B.E Biomedical Engineering,7,0,0
1107,B.E Electronics and Communication Engineering,5,29,28
1138,B.E Mechanical Engineering,7,11,9
1138,B.E Electronics and Communication Engineering,5,15,13
1138,B.E Mechanical Engineering,5,66,58
1138,B.E Biomedical Engineering,5,19,17
1138,B.E Electronics and Communication Engineering,5,15,13
1138,B.E Biomedical Engineering,5,19,17
1138,B.E Electronics and Communication Engineering,5,15,12
1138,B.E Biomedical Engineering,5,19,15
1138,B.E Mechanical Engineering,5,66,49
1138,B.E Mechanical Engineering,7,11,9
1138,B.E Mechanical Engineering,5,66,56
1138,B.E Mechanical Engineering,7,11,9
1138,B.E Electronics and Communication Engineering,5,15,11
1138,B.E Biomedical Engineering,5,19,14
1138,B.E Electronics and Communication Engineering,5,15,11
1138,B.E Biomedical Engineering,5,19,13
1138,B.E Mechanical Engineering,5,66,35
1138,B.E Mechanical Engineering,7,11,6
1138,B.Tech Food Technology,5,12,0
1138,B.Tech Food Technology,7,12,0
1138,B.E Biomedical Engineering,5,19,19
1138,B.Tech Artificial Intelligence and Data Science,7,0,0
1138,B.E Medical Electronics Engineering,7,0,0
1138,B.E Medical Electronics Engineering,5,0,0
1138,B.E Biomedical Engineering,7,15,0
1138,B.E Electronics and Communication Engineering,5,15,15
2108,B.E Mechanical Engineering,7,50,40
2108,B.E Robotics and Automation Engineering,7,29,23
2108,B.E Electronics and Communication Engineering,5,78,70
2108,B.E Mechanical Engineering,5,50,44
2108,B.E Biomedical Engineering,5,45,41
2108,B.E Robotics and Automation Engineering,5,22,19
2108,B.E Computer Science and Engineering,5,116,107
2108,B.E Electronics and Communication Engineering,5,78,70
2108,B.E Biomedical Engineering,5,45,40
2108,B.Tech Information Technology,5,81,75
2108,B.E Computer Science and Engineering,5,116,87
2108,B.E Electronics and Communication Engineering,5,78,59
2108,B.E Biomedical Engineering,5,45,34
2108,B.Tech Information Technology,5,81,61
2108,B.E Mechanical Engineering,5,50,37
2108,B.E Mechanical Engineering,7,50,40
2108,B.E Robotics and Automation Engineering,5,22,16
2108,B.E Robotics and Automation Engineering,7,29,23
2108,B.E Mechanical Engineering,5,50,42
2108,B.E Mechanical Engineering,7,50,42
2108,B.E Robotics and Automation Engineering,5,22,19
2108,B.E Robotics and Automation Engineering,7,29,25
2108,B.E Computer Science and Engineering,5,116,87
2108,B.Tech Information Technology,5,81,61
2108,B.E Electronics and Communication Engineering,5,78,58
2108,B.E Biomedical Engineering,5,45,33
2108,B.E Computer Science and Engineering,5,116,85
2108,B.E Electronics and Communication Engineering,5,78,55
2108,B.E Biomedical Engineering,5,45,32
2108,B.Tech Information Technology,5,81,59
2108,B.E Computer Science and Engineering,5,116,98
2108,B.Tech Information Technology,5,81,68
2108,B.E Mechanical Engineering,5,50,27
2108,B.E Mechanical Engineering,7,50,28
2108,B.E Robotics and Automation Engineering,5,22,12
2108,B.E Robotics and Automation Engineering,7,29,16
2108,B.E Biomedical Engineering,5,45,45
2108,B.Tech Artificial Intelligence and Data Science,7,0,0
2108,B.E Medical Electronics Engineering,7,0,0
2108,B.E Medical Electronics Engineering,5,0,0
2108,B.E Biomedical Engineering,7,54,0
2108,B.E Electronics and Communication Engineering,5,78,78
3101,B.E Electrical and Electronics Engineering,7,12,9
3101,B.E Mechanical Engineering,7,19,16
3101,B.E Electrical and Electronics Engineering,5,23,21
3101,B.E Electronics and Communication Engineering,5,50,45
3101,B.E Mechanical Engineering,5,38,33
3101,B.E Computer Science and Engineering,5,93,85
3101,B.E Electrical and Electronics Engineering,5,23,21
3101,B.E Electronics and Communication Engineering,5,50,45
3101,B.Tech Information Technology,5,56,52
3101,B.Tech Artificial Intelligence and Data Science,5,50,46
3101,B.E Computer Science and Engineering,5,93,69
3101,B.E Electronics and Communication Engineering,5,50,37
3101,B.Tech Information Technology,5,56,42
3101,B.Tech Artificial Intelligence and Data Science,5,50,38
3101,B.E Mechanical Engineering,5,38,28
3101,B.E Mechanical Engineering,7,19,15
3101,B.E Electrical and Electronics Engineering,5,23,16
3101,B.E Electrical and Electronics Engineering,7,12,9
3101,B.E Electrical and Electronics Engineering,5,23,18
3101,B.E Electrical and Electronics Engineering,7,12,9
3101,B.E Mechanical Engineering,5,38,32
3101,B.E Mechanical Engineering,7,19,16
3101,B.E Computer Science and Engineering,5,93,69
3101,B.Tech Information Technology,5,56,42
3101,B.Tech Artificial Intelligence and Data Science,5,50,37
3101,B.E Electronics and Communication Engineering,5,50,37
3101,B.E Computer Science and Engineering,5,93,68
3101,B.E Electronics and Communication Engineering,5,50,36
3101,B.Tech Information Technology,5,56,41
3101,B.Tech Artificial Intelligence and Data Science,5,50,37
3101,B.E Computer Science and Engineering,5,93,81
3101,B.Tech Information Technology,5,56,47
3101,B.Tech Artificial Intelligence and Data Science,5,50,42
3101,B.E Electrical and Electronics Engineering,5,23,16
3101,B.E Electrical and Electronics Engineering,7,12,9
3101,B.E Mechanical Engineering,5,38,21
3101,B.E Mechanical Engineering,7,19,10
3101,B.Tech Biotechnology,5,44,0
3101,B.E Biomedical Engineering,5,0,0
3101,B.Tech Artificial Intelligence and Data Science,7,0,0
3101,B.E Medical Electronics Engineering,7,0,0
3101,B.E Medical Electronics Engineering,5,0,0
3101,B.E Biomedical Engineering,7,0,0
3101,B.E Electronics and Communication Engineering,5,50,50
3107,B.E Industrial Engineering,7,3,3
3107,B.Tech Information Technology,5,3,2
3107,B.E Industrial Engineering,7,3,3
3107,B.Tech Information Technology,5,3,2
3107,B.Tech Information Technology,5,3,2
3107,B.E Industrial Engineering,7,3,0
3107,B.E Biomedical Engineering,5,0,0
3107,B.Tech Artificial Intelligence and Data Science,7,0,0
3107,B.E Medical Electronics Engineering,7,0,0
3107,B.E Medical Electronics Engineering,5,0,0
3107,B.E Biomedical Engineering,7,0,0
3107,B.E Electronics and Communication Engineering,5,0,0
3108,B.E Aeronautical Engineering,7,17,14
3108,B.E Electrical and Electronics Engineering,7,25,19
3108,B.E Mechanical Engineering,7,56,45
3108,B.E Aeronautical Engineering,5,12,11
3108,B.E Electronics and Communication Engineering,5,73,66
3108,B.E Mechanical Engineering,5,26,23
3108,B.E Computer Science and Engineering,5,116,107
3108,B.E Electronics and Communication Engineering,5,73,66
3108,B.Tech Information Technology,5,115,106
3108,B.E Computer Science and Engineering,5,116,87
3108,B.E Electronics and Communication Engineering,5,73,55
3108,B.Tech Information Technology,5,115,86
3108,B.E Aeronautical Engineering,5,12,9
3108,B.E Aeronautical Engineering,7,17,14
3108,B.E Mechanical Engineering,5,26,19
3108,B.E Mechanical Engineering,7,56,45
3108,B.E Electrical and Electronics Engineering,7,25,19
3108,B.E Electrical and Electronics Engineering,7,25,19
3108,B.E Aeronautical Engineering,5,12,10
3108,B.E Aeronautical Engineering,7,17,14
3108,B.E Mechanical Engineering,5,26,22
3108,B.E Mechanical Engineering,7,56,48
3108,B.E Computer Science and Engineering,5,116,87
3108,B.Tech Information Technology,5,115,86
3108,B.E Electronics and Communication Engineering,5,73,54
3108,B.E Computer Science and Engineering,5,116,85
3108,B.E Electronics and Communication Engineering,5,73,51
3108,B.Tech Information Technology,5,115,84
3108,B.E Computer Science and Engineering,5,116,98
3108,B.Tech Information Technology,5,115,98
3108,B.E Aeronautical Engineering,5,12,6
3108,B.E Aeronautical Engineering,7,17,9
3108,B.E Electrical and Electronics Engineering,7,25,18
3108,B.E Mechanical Engineering,5,26,14
3108,B.E Mechanical Engineering,7,56,30
3108,B.Tech Biotechnology,5,19,0
3108,B.Tech Biotechnology,7,21,0
3108,B.E Biomedical Engineering,5,0,0
3108,B.Tech Artificial Intelligence and Data Science,7,0,0
3108,B.E Medical Electronics Engineering,7,0,0
3108,B.E Medical Electronics Engineering,5,0,0
3108,B.E Biomedical Engineering,7,0,0
3108,B.E Electronics and Communication Engineering,5,73,73
3110,B.E Aeronautical Engineering,7,52,42
3110,B.E Automobile Engineering,7,25,20
3110,B.E Electrical and Electronics Engineering,7,25,19
3110,B.E Electronics and instrumentation engineering,7,7,5
3110,B.E Aerospace Engineering,7,38,31
3110,B.E Mechanical Engineering,7,42,34
3110,B.E Mechatronics Engineering,7,18,15
3110,B.E Aeronautical Engineering,5,48,42
3110,B.E Automobile Engineering,5,29,26
3110,B.E Electrical and Electronics Engineering,5,26,23
3110,B.E Electronics and Communication Engineering,5,58,52
3110,B.E Electronics and instrumentation engineering,5,7,6
3110,B.E Aerospace Engineering,5,50,44
3110,B.E Mechanical Engineering,5,19,16
3110,B.E Mechatronics Engineering,5,28,25
3110,B.E Computer Science and Engineering,5,114,105
3110,B.E Electrical and Electronics Engineering,5,26,23
3110,B.E Electronics and Communication Engineering,5,58,52
3110,B.E Electronics and instrumentation engineering,5,7,6
3110,B.Tech Information Technology,5,62,57
3110,B.Tech Artificial Intelligence and Data Science,5,56,52
3110,B.E Computer Science and Engineering,5,114,85
3110,B.E Electronics and Communication Engineering,5,58,44
3110,B.Tech Information Technology,5,62,46
3110,B.Tech Artificial Intelligence and Data Science,5,56,42
3110,B.E Aeronautical Engineering,5,48,36
3110,B.E Aeronautical Engineering,7,52,42
3110,B.E Automobile Engineering,5,29,22
3110,B.E Automobile Engineering,7,25,20
3110,B.E Aerospace Engineering,5,50,37
3110,B.E Aerospace Engineering,7,38,30
3110,B.E Mechanical Engineering,5,19,14
3110,B.E Mechanical Engineering,7,42,34
3110,B.E Mechatronics Engineering,5,28,21
3110,B.E Mechatronics Engineering,7,18,14
3110,B.E Electrical and Electronics Engineering,5,26,18
3110,B.E Electrical and Electronics Engineering,7,25,19
3110,B.E Electronics and instrumentation engineering,5,7,5
3110,B.E Electronics and instrumentation engineering,7,7,5
3110,B.E Electrical and Electronics Engineering,5,26,21
3110,B.E Electrical and Electronics Engineering,7,25,19
3110,B.E Electronics and instrumentation engineering,5,7,6
3110,B.E Electronics and instrumentation engineering,7,7,5
3110,B.E Aeronautical Engineering,5,48,41
3110,B.E Aeronautical Engineering,7,52,44
3110,B.E Automobile Engineering,5,29,25
3110,B.E Automobile Engineering,7,25,21
3110,B.E Aerospace Engineering,5,50,42
3110,B.E Aerospace Engineering,7,38,32
3110,B.E Mechanical Engineering,5,19,16
3110,B.E Mechanical Engineering,7,42,36
3110,B.E Mechatronics Engineering,5,28,24
3110,B.E Mechatronics Engineering,7,18,15
3110,B.E Civil Engineering,5,12,6
3110,B.E Civil Engineering,5,12,6
3110,B.E Civil Engineering,7,23,11
3110,B.E Civil Engineering,7,23,12
3110,B.E Computer Science and Engineering,5,114,85
3110,B.Tech Information Technology,5,62,46
3110,B.Tech Artificial Intelligence and Data Science,5,56,42
3110,B.E Electronics and Communication Engineering,5,58,43
3110,B.E Computer Science and Engineering,5,114,83
3110,B.E Electronics and Communication Engineering,5,58,41
3110,B.Tech Information Technology,5,62,45
3110,B.Tech Artificial Intelligence and Data Science,5,56,41
3110,B.E Computer Science and Engineering,5,114,98
3110,B.Tech Information Technology,5,62,54
3110,B.Tech Artificial Intelligence and Data Science,5,56,47
3110,B.E Aeronautical Engineering,5,48,25
3110,B.E Aeronautical Engineering,7,52,28
3110,B.E Automobile Engineering,5,29,14
3110,B.E Automobile Engineering,7,25,14
3110,B.E Electrical and Electronics Engineering,5,26,19
3110,B.E Electrical and Electronics Engineering,7,25,18
3110,B.E Electronics and instrumentation engineering,5,7,5
3110,B.E Electronics and instrumentation engineering,7,7,6
3110,B.E Aerospace Engineering,5,50,27
3110,B.E Aerospace Engineering,7,38,21
3110,B.E Mechanical Engineering,5,19,11
3110,B.E Mechanical Engineering,7,42,22
3110,B.E Mechatronics Engineering,5,28,14
3110,B.E Mechatronics Engineering,7,18,10
3110,B.Tech Fashion Technology,5,18,0
3110,B.Tech Fashion Technology,7,12,0
3110,B.E Biomedical Engineering,5,0,0
3110,B.Tech Artificial Intelligence and Data Science,7,0,0
3110,B.E Medical Electronics Engineering,7,0,0
3110,B.E Medical Electronics Engineering,5,0,0
3110,B.E Biomedical Engineering,7,0,0
3110,B.E Electronics and Communication Engineering,5,58,58
3115,B.E Electrical and Electronics Engineering,7,46,35
3115,B.E Mechanical Engineering,7,47,38
3115,B.E Electrical and Electronics Engineering,5,49,44
3115,B.E Electronics and Communication Engineering,5,107,96
3115,B.E Mechanical Engineering,5,43,38
3115,B.E Computer Science and Engineering,5,61,56
3115,B.E Electrical and Electronics Engineering,5,49,44
3115,B.E Electronics and Communication Engineering,5,107,96
3115,B.Tech Information Technology,5,58,53
3115,B.E Computer Science and Engineering,5,61,46
3115,B.E Electronics and Communication Engineering,5,107,81
3115,B.Tech Information Technology,5,58,44
3115,B.E Mechanical Engineering,5,43,32
3115,B.E Mechanical Engineering,7,47,38
3115,B.E Electrical and Electronics Engineering,5,49,34
3115,B.E Electrical and Electronics Engineering,7,46,34
3115,B.E Electrical and Electronics Engineering,5,49,39
3115,B.E Electrical and Electronics Engineering,7,46,34
3115,B.E Mechanical Engineering,5,43,37
3115,B.E Mechanical Engineering,7,47,40
3115,B.E Civil Engineering,5,26,13
3115,B.E Civil Engineering,5,26,13
3115,B.E Civil Engineering,7,40,20
3115,B.E Civil Engineering,7,40,20
3115,B.E Computer Science and Engineering,5,61,46
3115,B.Tech Information Technology,5,58,43
3115,B.E Electronics and Communication Engineering,5,107,80
3115,B.E Computer Science and Engineering,5,61,45
3115,B.E Electronics and Communication Engineering,5,107,75
3115,B.Tech Information Technology,5,58,43
3115,B.E Computer Science and Engineering,5,61,51
3115,B.Tech Information Technology,5,58,49
3115,B.E Electrical and Electronics Engineering,5,49,35
3115,B.E Electrical and Electronics Engineering,7,46,35
3115,B.E Mechanical Engineering,5,43,22
3115,B.E Mechanical Engineering,7,47,25
3115,B.E Biomedical Engineering,5,0,0
3115,B.Tech Artificial Intelligence and Data Science,7,0,0
3115,B.E Medical Electronics Engineering,7,0,0
3115,B.E Medical Electronics Engineering,5,0,0
3115,B.E Biomedical Engineering,7,0,0
3115,B.E Electronics and Communication Engineering,5,107,107
3116,B.E Electrical and Electronics Engineering,7,3,2
3116,B.E Mechanical Engineering,7,26,21
3116,B.E Electrical and Electronics Engineering,5,6,5
3116,B.E Electronics and Communication Engineering,5,9,8
3116,B.E Mechanical Engineering,5,13,11
3116,B.E Computer Science and Engineering,5,75,69
3116,B.E Electrical and Electronics Engineering,5,6,5
3116,B.E Electronics and Communication Engineering,5,9,8
3116,B.Tech Information Technology,5,28,26
3116,B.Tech Artificial Intelligence and Data Science,5,22,20
3116,B.E Computer Science and Engineering,5,75,56
3116,B.E Electronics and Communication Engineering,5,9,7
3116,B.Tech Information Technology,5,28,21
3116,B.Tech Artificial Intelligence and Data Science,5,22,16
3116,B.E Mechanical Engineering,5,13,10
3116,B.E Mechanical Engineering,7,26,21
3116,B.E Electrical and Electronics Engineering,5,6,4
3116,B.E Electrical and Electronics Engineering,7,3,2
3116,B.E Electrical and Electronics Engineering,5,6,5
3116,B.E Electrical and Electronics Engineering,7,3,2
3116,B.E Mechanical Engineering,5,13,11
3116,B.E Mechanical Engineering,7,26,22
3116,B.E Civil Engineering,7,6,3
3116,B.E Civil Engineering,7,6,3
3116,B.E Computer Science and Engineering,5,75,56
3116,B.Tech Information Technology,5,28,21
3116,B.Tech Artificial Intelligence and Data Science,5,22,16
3116,B.E Electronics and Communication Engineering,5,9,7
3116,B.E Computer Science and Engineering,5,75,55
3116,B.E Electronics and Communication Engineering,5,9,6
3116,B.Tech Information Technology,5,28,20
3116,B.Tech Artificial Intelligence and Data Science,5,22,16
3116,B.E Computer Science and Engineering,5,75,64
3116,B.Tech Information Technology,5,28,24
3116,B.Tech Artificial Intelligence and Data Science,5,22,20
3116,B.E Electrical and Electronics Engineering,5,6,5
3116,B.E Electrical and Electronics Engineering,7,3,3
3116,B.E Mechanical Engineering,5,13,7
3116,B.E Mechanical Engineering,7,26,14
3116,B.E Biomedical Engineering,5,0,0
3116,B.Tech Artificial Intelligence and Data Science,7,0,0
3116,B.E Medical Electronics Engineering,7,0,0
3116,B.E Medical Electronics Engineering,5,0,0
3116,B.E Biomedical Engineering,7,0,0
3116,B.E Electronics and Communication Engineering,5,9,9
3118,B.E Electrical and Electronics Engineering,7,6,5
3118,B.E Mechanical Engineering,7,30,25
3118,B.E Electrical and Electronics Engineering,5,20,18
3118,B.E Electronics and Communication Engineering,5,32,29
3118,B.E Mechanical Engineering,5,41,36
3118,B.E Computer Science and Engineering,5,52,48
3118,B.E Electrical and Electronics Engineering,5,20,18
3118,B.E Electronics and Communication Engineering,5,32,29
3118,B.Tech Information Technology,5,60,55
3118,B.E Computer Science and Engineering,5,52,40
3118,B.E Electronics and Communication Engineering,5,32,25
3118,B.Tech Information Technology,5,60,45
3118,B.E Mechanical Engineering,5,41,31
3118,B.E Mechanical Engineering,7,30,24
3118,B.E Electrical and Electronics Engineering,5,20,14
3118,B.E Electrical and Electronics Engineering,7,6,4
3118,B.E Electrical and Electronics Engineering,5,20,16
3118,B.E Electrical and Electronics Engineering,7,6,4
3118,B.E Mechanical Engineering,5,41,35
3118,B.E Mechanical Engineering,7,30,25
3118,B.E Civil Engineering,5,17,8
3118,B.E Civil Engineering,5,17,9
3118,B.E Civil Engineering,7,9,4
3118,B.E Civil Engineering,7,9,5
3118,B.E Computer Science and Engineering,5,52,39
3118,B.Tech Information Technology,5,60,45
3118,B.E Electronics and Communication Engineering,5,32,24
3118,B.E Computer Science and Engineering,5,52,39
3118,B.E Electronics and Communication Engineering,5,32,23
3118,B.Tech Information Technology,5,60,44
3118,B.E Computer Science and Engineering,5,52,42
3118,B.Tech Information Technology,5,60,51
3118,B.E Electrical and Electronics Engineering,5,20,14
3118,B.E Electrical and Electronics Engineering,7,6,5
3118,B.E Mechanical Engineering,5,41,21
