college code,Manditory Branch name,Manditory Sem,Total eligible students,Pending allocations for eligible students
4117,B.E Electrical and Electronics Engineering,7,5,4
4117,B.E Mechanical Engineering,7,32,26
4117,B.E Electrical and Electronics Engineering,5,5,4
4117,B.E Electronics and Communication Engineering,5,46,42
4117,B.E Mechanical Engineering,5,11,10
4117,B.E Computer Science and Engineering,5,47,43
4117,B.E Electrical and Electronics Engineering,5,5,4
4117,B.E Electronics and Communication Engineering,5,46,41
4117,B.Tech Information Technology,5,36,33
4117,B.E Computer Science and Engineering,5,47,35
4117,B.E Electronics and Communication Engineering,5,46,35
4117,B.Tech Information Technology,5,36,27
4117,B.E Mechanical Engineering,5,11,8
4117,B.E Mechanical Engineering,7,32,26
4117,B.E Electrical and Electronics Engineering,5,5,4
4117,B.E Electrical and Electronics Engineering,7,5,4
4117,B.E Electrical and Electronics Engineering,5,5,4
4117,B.E Electrical and Electronics Engineering,7,5,4
4117,B.E Mechanical Engineering,5,11,9
4117,B.E Mechanical Engineering,7,32,27
4117,B.E Civil Engineering,5,6,3
4117,B.E Civil Engineering,5,6,3
4117,B.E Civil Engineering,7,1,0
4117,B.E Computer Science and Engineering,5,47,35
4117,B.Tech Information Technology,5,36,27
4117,B.E Electronics and Communication Engineering,5,46,34
4117,B.E Computer Science and Engineering,5,47,34
4117,B.E Electronics and Communication Engineering,5,46,32
4117,B.Tech Information Technology,5,36,26
4117,B.E Computer Science and Engineering,5,47,41
4117,B.Tech Information Technology,5,36,31
4117,B.E Electrical and Electronics Engineering,5,5,4
4117,B.E Electrical and Electronics Engineering,7,5,3
4117,B.E Mechanical Engineering,5,11,6
4117,B.E Mechanical Engineering,7,32,17
4117,B.E Biomedical Engineering,5,0,0
4117,B.Tech Artificial Intelligence and Data Science,7,0,0
4117,B.E Medical Electronics Engineering,7,0,0
4117,B.E Medical Electronics Engineering,5,0,0
4117,B.E Biomedical Engineering,7,0,0
4117,B.E Electronics and Communication Engineering,5,46,46
4118,B.E Electrical and Electronics Engineering,7,50,46
4118,B.E Mechanical Engineering,7,50,46
4118,B.E Electrical and Electronics Engineering,5,57,52
4118,B.E Electronics and Communication Engineering,5,38,34
4118,B.E Mechanical Engineering,5,54,48
4118,B.E Computer Science and Engineering,5,66,62
4118,B.E Electrical and Electronics Engineering,5,57,52
4118,B.E Electronics and Communication Engineering,5,38,34
4118,B.Tech Information Technology,5,37,35
4118,B.E Computer Science and Engineering,5,66,54
4118,B.E Electronics and Communication Engineering,5,38,30
4118,B.Tech Information Technology,5,37,30
4118,B.E Mechanical Engineering,5,54,42
4118,B.E Mechanical Engineering,7,50,46
4118,B.E Electrical and Electronics Engineering,5,57,41
4118,B.E Electrical and Electronics Engineering,7,50,45
4118,B.E Electrical and Electronics Engineering,5,57,46
4118,B.E Electrical and Electronics Engineering,7,50,45
4118,B.E Mechanical Engineering,5,54,47
4118,B.E Mechanical Engineering,7,50,47
4118,B.E Civil Engineering,5,33,17
4118,B.E Civil Engineering,5,33,16
4118,B.E Civil Engineering,7,16,3
4118,B.E Civil Engineering,7,16,13
4118,B.E Computer Science and Engineering,5,66,54
4118,B.Tech Information Technology,5,37,30
4118,B.E Electronics and Communication Engineering,5,38,29
4118,B.E Computer Science and Engineering,5,66,53
4118,B.E Electronics and Communication Engineering,5,38,27
4118,B.Tech Information Technology,5,37,30
4118,B.E Computer Science and Engineering,5,66,41
4118,B.Tech Information Technology,5,37,23
4118,B.E Electrical and Electronics Engineering,5,57,37
4118,B.E Electrical and Electronics Engineering,7,50,14
4118,B.E Mechanical Engineering,5,54,25
4118,B.E Mechanical Engineering,7,50,11
4118,B.E Biomedical Engineering,5,0,0
4118,B.Tech Artificial Intelligence and Data Science,7,0,0
4118,B.E Medical Electronics Engineering,7,0,0
4118,B.E Medical Electronics Engineering,5,0,0
4118,B.E Biomedical Engineering,7,0,0
4118,B.E Electronics and Communication Engineering,5,38,36
4120,B.E Electrical and Electronics Engineering,5,9,8
4120,B.E Computer Science and Engineering,5,7,6
4120,B.E Electrical and Electronics Engineering,5,9,8
4120,B.E Computer Science and Engineering,5,7,5
4120,B.E Electrical and Electronics Engineering,5,9,6
4120,B.E Electrical and Electronics Engineering,5,9,7
4120,B.E Computer Science and Engineering,5,7,5
4120,B.E Electronics and Communication Engineering,5,2,1
4120,B.E Computer Science and Engineering,5,7,5
4120,B.E Electronics and Communication Engineering,5,2,1
4120,B.E Electrical and Electronics Engineering,5,9,7
4120,B.E Biomedical Engineering,5,0,0
4120,B.Tech Artificial Intelligence and Data Science,7,0,0
4120,B.E Medical Electronics Engineering,7,0,0
4120,B.E Medical Electronics Engineering,5,0,0
4120,B.E Biomedical Engineering,7,0,0
4120,B.E Electronics and Communication Engineering,5,2,2
4121,B.E Mechanical Engineering,7,3,2
4121,B.E Mechanical Engineering,5,22,19
4121,B.E Mechanical Engineering,5,22,16
4121,B.E Mechanical Engineering,7,3,2
4121,B.E Mechanical Engineering,5,22,18
4121,B.E Civil Engineering,7,1,0
4121,B.E Mechanical Engineering,5,22,13
4121,B.E Mechanical Engineering,7,3,2
4121,B.E Biomedical Engineering,5,0,0
4121,B.Tech Artificial Intelligence and Data Science,7,0,0
4121,B.E Medical Electronics Engineering,7,0,0
4121,B.E Medical Electronics Engineering,5,0,0
4121,B.E Biomedical Engineering,7,0,0
4121,B.E Electronics and Communication Engineering,5,0,0
4123,B.E Electrical and Electronics Engineering,7,3,2
4123,B.E Mechanical Engineering,7,23,18
4123,B.E Electrical and Electronics Engineering,5,21,19
4123,B.E Electronics and Communication Engineering,5,21,19
4123,B.E Mechanical Engineering,5,61,54
4123,B.E Computer Science and Engineering,5,49,45
4123,B.E Electrical and Electronics Engineering,5,21,19
4123,B.E Electronics and Communication Engineering,5,21,19
4123,B.Tech Information Technology,5,15,14
4123,B.E Computer Science and Engineering,5,49,37
4123,B.E Electronics and Communication Engineering,5,21,16
4123,B.Tech Information Technology,5,15,11
4123,B.E Mechanical Engineering,5,61,46
4123,B.E Mechanical Engineering,7,23,18
4123,B.E Electrical and Electronics Engineering,5,21,14
4123,B.E Electrical and Electronics Engineering,7,3,2
4123,B.E Electrical and Electronics Engineering,5,21,16
4123,B.E Electrical and Electronics Engineering,7,3,2
4123,B.E Mechanical Engineering,5,61,52
4123,B.E Mechanical Engineering,7,23,20
4123,B.E Computer Science and Engineering,5,49,37
4123,B.Tech Information Technology,5,15,11
4123,B.E Electronics and Communication Engineering,5,21,15
4123,B.E Computer Science and Engineering,5,49,36
4123,B.E Electronics and Communication Engineering,5,21,15
4123,B.Tech Information Technology,5,15,11
4123,B.E Computer Science and Engineering,5,49,41
4123,B.Tech Information Technology,5,15,13
4123,B.E Electrical and Electronics Engineering,5,21,16
4123,B.E Electrical and Electronics Engineering,7,3,3
4123,B.E Mechanical Engineering,5,61,31
4123,B.E Mechanical Engineering,7,23,13
4123,B.E Biomedical Engineering,5,0,0
4123,B.Tech Artificial Intelligence and Data Science,7,0,0
4123,B.E Medical Electronics Engineering,7,0,0
4123,B.E Medical Electronics Engineering,5,0,0
4123,B.E Biomedical Engineering,7,0,0
4123,B.E Electronics and Communication Engineering,5,21,21
4126,B.E Electrical and Electronics Engineering,7,6,5
4126,B.E Mechanical Engineering,7,10,9
4126,B.E Electrical and Electronics Engineering,5,9,8
4126,B.E Electronics and Communication Engineering,5,25,23
4126,B.E Mechanical Engineering,5,10,9
4126,B.E Computer Science and Engineering,5,42,39
4126,B.E Electrical and Electronics Engineering,5,9,8
4126,B.E Electronics and Communication Engineering,5,25,22
4126,B.Tech Artificial Intelligence and Data Science,5,27,25
4126,B.E Computer Science and Engineering,5,42,31
4126,B.E Electronics and Communication Engineering,5,25,19
4126,B.Tech Artificial Intelligence and Data Science,5,27,20
4126,B.E Mechanical Engineering,5,10,7
4126,B.E Mechanical Engineering,7,10,8
4126,B.E Electrical and Electronics Engineering,5,9,6
4126,B.E Electrical and Electronics Engineering,7,6,4
4126,B.E Electrical and Electronics Engineering,5,9,7
4126,B.E Electrical and Electronics Engineering,7,6,4
4126,B.E Mechanical Engineering,5,10,8
4126,B.E Mechanical Engineering,7,10,8
4126,B.E Computer Science and Engineering,5,42,31
4126,B.Tech Artificial Intelligence and Data Science,5,27,20
4126,B.E Electronics and Communication Engineering,5,25,18
4126,B.E Computer Science and Engineering,5,42,31
4126,B.E Electronics and Communication Engineering,5,25,18
4126,B.Tech Artificial Intelligence and Data Science,5,27,20
4126,B.E Computer Science and Engineering,5,42,36
4126,B.Tech Artificial Intelligence and Data Science,5,27,23
4126,B.E Electrical and Electronics Engineering,5,9,7
4126,B.E Electrical and Electronics Engineering,7,6,5
4126,B.E Mechanical Engineering,5,10,6
4126,B.E Mechanical Engineering,7,10,5
4126,B.E Biomedical Engineering,5,0,0
4126,B.Tech Artificial Intelligence and Data Science,7,0,0
4126,B.E Medical Electronics Engineering,7,0,0
4126,B.E Medical Electronics Engineering,5,0,0
4126,B.E Biomedical Engineering,7,0,0
4126,B.E Electronics and Communication Engineering,5,25,25
4127,B.E Aeronautical Engineering,7,13,11
4127,B.E Electrical and Electronics Engineering,7,4,3
4127,B.E Mechanical Engineering,7,17,14
4127,B.E Aeronautical Engineering,5,9,8
4127,B.E Electronics and Communication Engineering,5,26,23
4127,B.E Mechanical Engineering,5,16,14
4127,B.E Computer Science and Engineering,5,52,48
4127,B.E Electronics and Communication Engineering,5,26,23
4127,B.Tech Information Technology,5,23,21
4127,B.E Computer Science and Engineering,5,52,39
4127,B.E Electronics and Communication Engineering,5,26,21
4127,B.Tech Information Technology,5,23,17
4127,B.E Aeronautical Engineering,5,9,6
4127,B.E Aeronautical Engineering,7,13,10
4127,B.E Mechanical Engineering,5,16,12
4127,B.E Mechanical Engineering,7,17,14
4127,B.E Electrical and Electronics Engineering,7,4,3
4127,B.E Electrical and Electronics Engineering,7,4,3
4127,B.E Aeronautical Engineering,5,9,7
4127,B.E Aeronautical Engineering,7,13,11
4127,B.E Mechanical Engineering,5,16,14
4127,B.E Mechanical Engineering,7,17,14
4127,B.E Computer Science and Engineering,5,52,39
4127,B.Tech Information Technology,5,23,17
4127,B.E Electronics and Communication Engineering,5,26,20
4127,B.E Computer Science and Engineering,5,52,38
4127,B.E Electronics and Communication Engineering,5,26,18
4127,B.Tech Information Technology,5,23,16
4127,B.E Computer Science and Engineering,5,52,44
4127,B.Tech Information Technology,5,23,21
4127,B.E Aeronautical Engineering,5,9,6
4127,B.E Aeronautical Engineering,7,13,7
4127,B.E Electrical and Electronics Engineering,7,4,3
4127,B.E Mechanical Engineering,5,16,8
4127,B.E Mechanical Engineering,7,17,9
4127,B.E Biomedical Engineering,5,0,0
4127,B.Tech Artificial Intelligence and Data Science,7,0,0
4127,B.E Medical Electronics Engineering,7,0,0
4127,B.E Medical Electronics Engineering,5,0,0
4127,B.E Biomedical Engineering,7,0,0
4127,B.E Electronics and Communication Engineering,5,26,25
4130,B.E Mechanical Engineering,7,20,16
4130,B.E Electronics and Communication Engineering,5,37,33
4130,B.E Mechanical Engineering,5,31,27
4130,B.E Computer Science and Engineering,5,53,49
4130,B.E Electronics and Communication Engineering,5,37,33
4130,B.E Computer Science and Engineering,5,53,39
4130,B.E Electronics and Communication Engineering,5,37,28
4130,B.E Mechanical Engineering,5,31,23
4130,B.E Mechanical Engineering,7,20,16
4130,B.E Mechanical Engineering,5,31,27
4130,B.E Mechanical Engineering,7,20,17
4130,B.E Civil Engineering,5,15,7
4130,B.E Civil Engineering,5,15,8
4130,B.E Civil Engineering,7,2,1
4130,B.E Civil Engineering,7,2,1
4130,B.E Computer Science and Engineering,5,53,39
4130,B.E Electronics and Communication Engineering,5,37,28
4130,B.E Computer Science and Engineering,5,53,38
4130,B.E Electronics and Communication Engineering,5,37,26
4130,B.E Computer Science and Engineering,5,53,47
4130,B.E Mechanical Engineering,5,31,16
4130,B.E Mechanical Engineering,7,20,11
4130,B.E Biomedical Engineering,5,0,0
4130,B.Tech Artificial Intelligence and Data Science,7,0,0
4130,B.E Medical Electronics Engineering,7,0,0
4130,B.E Medical Electronics Engineering,5,0,0
4130,B.E Biomedical Engineering,7,0,0
4130,B.E Electronics and Communication Engineering,5,37,37
4,B.E Aeronautical Engineering,7,54,43
4,B.E Automobile Engineering,7,101,81
4,B.E Electronics and instrumentation engineering,7,52,42
4,B.E Mechanical Engineering,7,63,50
4,B.E Production Engineering,7,51,41
4,B.E Aeronautical Engineering,5,34,29
4,B.E Automobile Engineering,5,84,70
4,B.E Electronics and Communication Engineering,5,121,100
4,B.E Electronics and instrumentation engineering,5,40,33
4,B.E Mechanical Engineering,5,42,34
4,B.E Production Engineering,5,43,37
4,B.E Computer Science and Engineering,5,83,74
4,B.E Electronics and Communication Engineering,5,121,109
4,B.E Electronics and instrumentation engineering,5,40,36
4,B.Tech Information Technology,5,99,89
4,B.E Computer Science and Engineering,5,83,61
4,B.E Electronics and Communication Engineering,5,121,90
4,B.Tech Information Technology,5,99,74
4,B.E Aeronautical Engineering,5,34,26
4,B.E Automobile Engineering,5,84,63
4,B.E Mechanical Engineering,5,42,30
4,B.E Production Engineering,5,43,33
4,B.E Aeronautical Engineering,7,54,43
4,B.E Automobile Engineering,7,101,81
4,B.E Mechanical Engineering,7,63,50
4,B.E Production Engineering,7,51,41
4,B.E Electronics and instrumentation engineering,5,40,28
4,B.E Electronics and instrumentation engineering,7,52,39
4,B.E Electronics and instrumentation engineering,5,40,32
4,B.E Electronics and instrumentation engineering,7,52,39
4,B.E Aeronautical Engineering,5,34,29
4,B.E Automobile Engineering,5,84,71
4,B.E Mechanical Engineering,5,42,35
4,B.E Production Engineering,5,43,37
4,B.E Aeronautical Engineering,7,54,46
4,B.E Automobile Engineering,7,101,86
4,B.E Mechanical Engineering,7,63,54
4,B.E Production Engineering,7,51,43
4,B.E Computer Science and Engineering,5,83,61
4,B.Tech Information Technology,5,99,74
4,B.E Electronics and Communication Engineering,5,121,90
4,B.E Computer Science and Engineering,5,83,60
4,B.E Electronics and Communication Engineering,5,121,95
4,B.Tech Information Technology,5,99,72
4,B.E Computer Science and Engineering,5,83,76
4,B.Tech Information Technology,5,99,87
4,B.E Aeronautical Engineering,5,34,18
4,B.E Automobile Engineering,5,84,48
4,B.E Electronics and instrumentation engineering,5,40,31
4,B.E Mechanical Engineering,5,42,27
4,B.E Production Engineering,5,43,22
4,B.Tech Rubber And Plastics Technology,5,46,0
4,B.E Aeronautical Engineering,7,54,30
4,B.E Automobile Engineering,7,101,55
4,B.E Electronics and instrumentation engineering,7,52,36
4,B.E Mechanical Engineering,7,63,35
4,B.E Production Engineering,7,51,28
4,B.Tech Rubber And Plastics Technology,7,51,0
4,B.E Biomedical Engineering,5,0,0
4,B.Tech Artificial Intelligence and Data Science,7,0,0
4,B.E Medical Electronics Engineering,7,0,0
4,B.E Medical Electronics Engineering,5,0,0
4,B.E Biomedical Engineering,7,0,0
4,B.E Electronics and Communication Engineering,5,121,121
3126,B.E Mechanical Engineering,7,2,1
3126,B.E Mechanical Engineering,5,5,4
3126,B.E Computer Science and Engineering,5,12,11
3126,B.E Computer Science and Engineering,5,12,9
3126,B.Tech Information Technology,5,6,4
3126,B.E Mechanical Engineering,5,5,4
3126,B.E Mechanical Engineering,7,2,1
3126,B.E Electrical and Electronics Engineering,5,4,3
3126,B.E Electrical and Electronics Engineering,5,4,3
3126,B.E Mechanical Engineering,5,5,4
3126,B.E Civil Engineering,7,3,1
3126,B.E Civil Engineering,7,3,2
3126,B.E Computer Science and Engineering,5,12,9
3126,B.Tech Information Technology,5,6,4
3126,B.E Electronics and Communication Engineering,5,2,1
3126,B.E Computer Science and Engineering,5,12,9
3126,B.E Electronics and Communication Engineering,5,2,1
3126,B.Tech Information Technology,5,6,4
3126,B.E Computer Science and Engineering,5,12,10
3126,B.E Electrical and Electronics Engineering,5,4,2
3126,B.E Electrical and Electronics Engineering,7,0,0
3126,B.E Mechanical Engineering,5,5,3
3126,B.E Mechanical Engineering,7,2,2
3126,B.E Biomedical Engineering,5,0,0
3126,B.Tech Artificial Intelligence and Data Science,7,0,0
3126,B.E Medical Electronics Engineering,7,0,0
3126,B.E Medical Electronics Engineering,5,0,0
3126,B.E Biomedical Engineering,7,0,0
3126,B.E Electronics and Communication Engineering,5,2,2
1103,B.E Electrical and Electronics Engineering,7,19,15
1103,B.E Mechanical Engineering,7,31,25
1103,B.E Electrical and Electronics Engineering,5,12,11
1103,B.E Electronics and Communication Engineering,5,45,40
1103,B.E Mechanical Engineering,5,24,21
1103,B.E Biomedical Engineering,5,44,40
1103,B.E Computer Science and Engineering,5,52,48
1103,B.E Electrical and Electronics Engineering,5,12,11
1103,B.E Electronics and Communication Engineering,5,45,40
1103,B.E Biomedical Engineering,5,44,40
1103,B.E Computer Science and Engineering,5,52,39
1103,B.E Electronics and Communication Engineering,5,45,35
1103,B.E Biomedical Engineering,5,44,33
1103,B.E Mechanical Engineering,5,24,18
1103,B.E Mechanical Engineering,7,31,25
1103,B.E Electrical and Electronics Engineering,5,12,8
1103,B.E Electrical and Electronics Engineering,7,19,14
1103,B.E Electrical and Electronics Engineering,5,12,10
1103,B.E Electrical and Electronics Engineering,7,19,14
1103,B.E Mechanical Engineering,5,24,20
1103,B.E Mechanical Engineering,7,31,26
1103,B.E Civil Engineering,7,8,4
1103,B.E Civil Engineering,7,8,4
1103,B.E Computer Science and Engineering,5,52,39
1103,B.E Electronics and Communication Engineering,5,45,34
1103,B.E Biomedical Engineering,5,44,32
1103,B.E Computer Science and Engineering,5,52,38
1103,B.E Electronics and Communication Engineering,5,45,31
1103,B.E Biomedical Engineering,5,44,31
1103,B.E Computer Science and Engineering,5,52,44
1103,B.E Electrical and Electronics Engineering,5,12,8
1103,B.E Electrical and Electronics Engineering,7,19,14
1103,B.E Mechanical Engineering,5,24,13
1103,B.E Mechanical Engineering,7,31,17
1103,B.E Biomedical Engineering,5,44,44
1103,B.Tech Artificial Intelligence and Data Science,7,0,0
1103,B.E Medical Electronics Engineering,7,0,0
1103,B.E Medical Electronics Engineering,5,0,0
1103,B.E Biomedical Engineering,7,35,0
1103,B.E Electronics and Communication Engineering,5,45,45
