college_code,college_name,branch_id,branch_name,students_count,verified_students_count,logged_in_students_count
5108,GANADIPATHY TULSI'S JAIN ENGINEERING COLLEGE,37,B.Tech. Information Technology,69,69,0
5108,GANADIPATHY TULSI'S JAIN ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,28,28,0
5108,GANADIPATHY TULSI'S JAIN ENGINEERING COLLEGE,83,B.E Mechanical Engineering,31,31,0
9176,Alagappa Chettiar Government College of Engineering and Technology,61,B.E. Computer Science and Engineering,159,159,22
9176,Alagappa Chettiar Government College of Engineering and Technology,65,B.E. Electrical and Electronics Engineering,365,365,69
9176,Alagappa Chettiar Government College of Engineering and Technology,42,B.E. Civil Engineering,4,4,0
9176,Alagappa Chettiar Government College of Engineering and Technology,81,B.E Electronics and Communication Engineering,172,172,0
9176,Alagappa Chettiar Government College of Engineering and Technology,83,B.E Mechanical Engineering,351,351,65
9176,Alagappa Chettiar Government College of Engineering and Technology,84,B.E Civil Engineering,178,178,4
6110,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,145,145,0
6110,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,78,78,0
6110,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,150,150,0
6110,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,181,181,0
6110,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,132,132,0
6110,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,100,B.E Aeronautical Engineering,46,46,24
5131,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,155,155,151
5131,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,163,163,160
5131,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,340,340,325
5131,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,83,B.E Mechanical Engineering,348,348,343
5131,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,84,B.E Civil Engineering,158,158,155
9231,CHERAN COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,20,0,0
9231,CHERAN COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,6,0,0
9231,CHERAN COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,10,0,0
9231,CHERAN COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,1,0,0
9231,CHERAN COLLEGE OF ENGINEERING,84,B.E Civil Engineering,2,0,0
6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR,61,B.E. Computer Science and Engineering,163,163,0
6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR,62,B.E. Mechanical Engineering,11,11,0
6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR,36,B.E. Electronics and Communication Engineering,13,13,0
6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR,65,B.E. Electrical and Electronics Engineering,179,179,0
6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR,81,B.E Electronics and Communication Engineering,160,160,0
6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR,83,B.E Mechanical Engineering,170,170,0
5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,149,149,0
5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,42,41,1
5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,93,93,0
5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,61,61,1
5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,9,9,1
5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,21,21,0
4121,SRI KRISHNA INSTITUTE OF TECHNOLOGY,83,B.E Mechanical Engineering,26,26,0
4121,SRI KRISHNA INSTITUTE OF TECHNOLOGY,84,B.E Civil Engineering,1,1,0
6113,MAHENDRA ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,390,388,73
6113,MAHENDRA ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,268,268,47
6113,MAHENDRA ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,374,374,25
6113,MAHENDRA ENGINEERING COLLEGE,83,B.E Mechanical Engineering,381,380,29
6113,MAHENDRA ENGINEERING COLLEGE,84,B.E Civil Engineering,168,98,43
6113,MAHENDRA ENGINEERING COLLEGE,98,B.E Mechatronics Engineering,4,4,0
4216,Mailam engineering college,61,B.E. Computer Science and Engineering,437,437,0
4216,Mailam engineering college,65,B.E. Electrical and Electronics Engineering,123,123,0
4216,Mailam engineering college,37,B.Tech. Information Technology,216,216,0
4216,Mailam engineering college,81,B.E Electronics and Communication Engineering,226,226,0
4216,Mailam engineering college,83,B.E Mechanical Engineering,187,187,0
4216,Mailam engineering college,84,B.E Civil Engineering,44,44,0
6116,MAHENDRA INSTITUTE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,339,339,0
6116,MAHENDRA INSTITUTE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,116,116,0
6116,MAHENDRA INSTITUTE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,271,271,0
6116,MAHENDRA INSTITUTE OF TECHNOLOGY,83,B.E Mechanical Engineering,148,148,0
6102,ANNAPOORANA ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,139,139,4
6102,ANNAPOORANA ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,113,113,0
6102,ANNAPOORANA ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,71,71,0
6102,ANNAPOORANA ENGINEERING COLLEGE,83,B.E Mechanical Engineering,106,106,0
6102,ANNAPOORANA ENGINEERING COLLEGE,84,B.E Civil Engineering,93,93,0
6102,ANNAPOORANA ENGINEERING COLLEGE,93,B.E Automobile Engineering,70,70,0
4222,Surya Group of Institutions ,61,B.E. Computer Science and Engineering,135,135,0
4222,Surya Group of Institutions ,65,B.E. Electrical and Electronics Engineering,65,65,0
4222,Surya Group of Institutions ,81,B.E Electronics and Communication Engineering,35,35,0
4222,Surya Group of Institutions ,83,B.E Mechanical Engineering,113,113,0
4222,Surya Group of Institutions ,84,B.E Civil Engineering,37,37,0
4222,Surya Group of Institutions ,93,B.E Automobile Engineering,27,27,0
4222,Surya Group of Institutions ,100,B.E Aeronautical Engineering,29,29,0
5106,C.  Abdul Hakeem college of engineering and technology,61,B.E. Computer Science and Engineering,283,283,0
5106,C.  Abdul Hakeem college of engineering and technology,65,B.E. Electrical and Electronics Engineering,40,40,0
5106,C.  Abdul Hakeem college of engineering and technology,37,B.Tech. Information Technology,157,157,0
5106,C.  Abdul Hakeem college of engineering and technology,81,B.E Electronics and Communication Engineering,74,74,0
5106,C.  Abdul Hakeem college of engineering and technology,83,B.E Mechanical Engineering,70,70,0
5106,C.  Abdul Hakeem college of engineering and technology,84,B.E Civil Engineering,27,27,0
5106,C.  Abdul Hakeem college of engineering and technology,100,B.E Aeronautical Engineering,11,11,0
6114,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,61,B.E. Computer Science and Engineering,249,249,0
6114,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,65,B.E. Electrical and Electronics Engineering,27,27,0
6114,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,37,B.Tech. Information Technology,130,130,0
6114,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,81,B.E Electronics and Communication Engineering,101,101,0
5137,MMES ACADEMY OF ARCHITECTURE,75,B.Arch Architecture,38,38,0
6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,241,223,0
6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,167,154,1
6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,113,111,0
6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,83,B.E Mechanical Engineering,311,250,0
6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,84,B.E Civil Engineering,111,97,0
6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,60,52,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,60,B.Tech. Chemical Engineering,53,53,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,314,314,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,87,87,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,37,B.Tech. Information Technology,60,60,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,1023,AGRICULTURAL ENGINEERING (FULL TIME),1,1,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,1093,BIOMEDICAL ENGINEERING,119,119,1
6208,GNANAMANI COLLEGE OF TECHNOLOGY,7005,B.Tech. Food Technology,134,134,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,79,B.E Biomedical Engineering,208,208,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,179,179,3
6208,GNANAMANI COLLEGE OF TECHNOLOGY,83,B.E Mechanical Engineering,117,117,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,84,B.E Civil Engineering,14,14,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,133,133,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,88,B.E Agriculture Engineering,146,146,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,99,B.Tech. Biotechnology,90,90,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,104,B.Tech. Pharmaceutical Technology,106,106,0
6208,GNANAMANI COLLEGE OF TECHNOLOGY,138,B.Tech. Bio Technology,13,13,0
6205,CMS COLLEGE OF ENGINEERING ,61,B.E. Computer Science and Engineering,49,49,0
6205,CMS COLLEGE OF ENGINEERING ,65,B.E. Electrical and Electronics Engineering,30,30,0
6205,CMS COLLEGE OF ENGINEERING ,81,B.E Electronics and Communication Engineering,11,11,0
6205,CMS COLLEGE OF ENGINEERING ,83,B.E Mechanical Engineering,57,57,0
4221,St. Anne's College of Engineering and Technology,61,B.E. Computer Science and Engineering,117,117,0
4221,St. Anne's College of Engineering and Technology,65,B.E. Electrical and Electronics Engineering,91,91,0
4221,St. Anne's College of Engineering and Technology,81,B.E Electronics and Communication Engineering,64,64,0
4221,St. Anne's College of Engineering and Technology,83,B.E Mechanical Engineering,65,65,0
6123,SENGUNTHAR ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,328,164,1
6123,SENGUNTHAR ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,134,67,0
6123,SENGUNTHAR ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,184,92,0
6123,SENGUNTHAR ENGINEERING COLLEGE,83,B.E Mechanical Engineering,100,50,0
6123,SENGUNTHAR ENGINEERING COLLEGE,84,B.E Civil Engineering,54,27,0
5133,University College of Engineering ARNI,61,B.E. Computer Science and Engineering,128,128,0
5133,University College of Engineering ARNI,65,B.E. Electrical and Electronics Engineering,109,109,0
5133,University College of Engineering ARNI,51,B.E. Mechanical Engineering (Tamil Medium),11,11,0
5133,University College of Engineering ARNI,81,B.E Electronics and Communication Engineering,111,111,0
5133,University College of Engineering ARNI,83,B.E Mechanical Engineering,102,102,0
6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM,61,B.E. Computer Science and Engineering,164,164,0
6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM,65,B.E. Electrical and Electronics Engineering,189,189,0
6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM,81,B.E Electronics and Communication Engineering,171,171,0
6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM,83,B.E Mechanical Engineering,356,356,0
6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM,84,B.E Civil Engineering,355,355,0
6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM,116,B.E Metallurgical Engineering,179,179,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,501,501,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,179,179,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,37,B.Tech. Information Technology,116,116,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,7006,B.Tech. Computer Science and Business Systems,105,105,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,325,325,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,83,B.E Mechanical Engineering,261,261,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,84,B.E Civil Engineering,50,50,0
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,61,61,0
5119,Priyadarshi Engineering college ,61,B.E. Computer Science and Engineering,186,185,0
5119,Priyadarshi Engineering college ,65,B.E. Electrical and Electronics Engineering,94,87,10
5119,Priyadarshi Engineering college ,81,B.E Electronics and Communication Engineering,68,65,1
5119,Priyadarshi Engineering college ,83,B.E Mechanical Engineering,86,79,3
5119,Priyadarshi Engineering college ,84,B.E Civil Engineering,35,35,1
9134,DHAYA COLLEGE OF ENGINEERING,37,B.Tech. Information Technology,1,0,0
6206,Ganesh College of Engineering,61,B.E. Computer Science and Engineering,142,135,0
6206,Ganesh College of Engineering,65,B.E. Electrical and Electronics Engineering,71,61,0
6206,Ganesh College of Engineering,79,B.E Biomedical Engineering,104,93,0
6206,Ganesh College of Engineering,81,B.E Electronics and Communication Engineering,102,95,0
6206,Ganesh College of Engineering,83,B.E Mechanical Engineering,108,95,0
6206,Ganesh College of Engineering,84,B.E Civil Engineering,13,13,0
6127,THE KAVERY ENGINEERING COLLEGE,60,B.Tech. Chemical Engineering,48,48,0
6127,THE KAVERY ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,244,244,0
6127,THE KAVERY ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,127,127,0
6127,THE KAVERY ENGINEERING COLLEGE,37,B.Tech. Information Technology,77,77,0
6127,THE KAVERY ENGINEERING COLLEGE,79,B.E Biomedical Engineering,105,105,0
6127,THE KAVERY ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,62,62,0
6127,THE KAVERY ENGINEERING COLLEGE,83,B.E Mechanical Engineering,131,131,0
6127,THE KAVERY ENGINEERING COLLEGE,84,B.E Civil Engineering,21,21,0
6127,THE KAVERY ENGINEERING COLLEGE,88,B.E Agriculture Engineering,111,111,0
6126,THE KAVERY COLLEGE OF ENGINEERING,60,B.Tech. Chemical Engineering,23,23,0
6126,THE KAVERY COLLEGE OF ENGINEERING,79,B.E Biomedical Engineering,46,46,0
6126,THE KAVERY COLLEGE OF ENGINEERING,88,B.E Agriculture Engineering,68,68,0
6126,THE KAVERY COLLEGE OF ENGINEERING,98,B.E Mechatronics Engineering,8,8,0
6207,GNANAMANI COLLEGE OF ENGINEERING,60,B.Tech. Chemical Engineering,23,0,0
6207,GNANAMANI COLLEGE OF ENGINEERING,7005,B.Tech. Food Technology,47,0,0
6207,GNANAMANI COLLEGE OF ENGINEERING,79,B.E Biomedical Engineering,99,0,0
6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,178,175,3
6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,120,120,6
6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,37,B.Tech. Information Technology,140,140,4
6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,140,139,4
6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,111,109,10
6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,50,50,5
6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,220,220,0
6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,87,87,0
6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,37,B.Tech. Information Technology,63,63,0
6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,103,103,0
6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,83,B.E Mechanical Engineering,57,57,0
6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,84,B.E Civil Engineering,11,11,0
6236,INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,150,B.Tech. Handloom and Textile Technology,138,138,0
6203,Bharathiyar Institute of engineering for women,61,B.E. Computer Science and Engineering,242,242,0
6203,Bharathiyar Institute of engineering for women,65,B.E. Electrical and Electronics Engineering,66,66,0
6203,Bharathiyar Institute of engineering for women,81,B.E Electronics and Communication Engineering,182,182,0
6203,Bharathiyar Institute of engineering for women,84,B.E Civil Engineering,12,12,0
6222,PAVAI COLLEGE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,118,118,1
6222,PAVAI COLLEGE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,16,16,0
6222,PAVAI COLLEGE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,85,85,0
6222,PAVAI COLLEGE OF TECHNOLOGY,83,B.E Mechanical Engineering,13,13,0
6222,PAVAI COLLEGE OF TECHNOLOGY,84,B.E Civil Engineering,2,2,0
6222,PAVAI COLLEGE OF TECHNOLOGY,87,B.E Robotics and Automation Engineering,16,16,1
6222,PAVAI COLLEGE OF TECHNOLOGY,98,B.E Mechatronics Engineering,7,7,0
6222,PAVAI COLLEGE OF TECHNOLOGY,99,B.Tech. Biotechnology,68,68,0
6222,PAVAI COLLEGE OF TECHNOLOGY,132,B.E Safety and Fire Engineering,25,25,1
6222,PAVAI COLLEGE OF TECHNOLOGY,138,B.Tech. Bio Technology,3,3,0
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,222,222,8
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,44,44,0
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,37,B.Tech. Information Technology,103,103,1
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,76,76,0
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,92,92,0
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,62,62,0
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,98,B.E Mechatronics Engineering,63,63,0
6135,"Government College of Engineering, Dharmapuri",61,B.E. Computer Science and Engineering,136,136,0
6135,"Government College of Engineering, Dharmapuri",65,B.E. Electrical and Electronics Engineering,156,156,0
6135,"Government College of Engineering, Dharmapuri",81,B.E Electronics and Communication Engineering,142,142,1
6135,"Government College of Engineering, Dharmapuri",83,B.E Mechanical Engineering,153,153,0
6135,"Government College of Engineering, Dharmapuri",84,B.E Civil Engineering,144,144,0
9618,PONJESLY COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,320,320,5
9618,PONJESLY COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,101,101,0
9618,PONJESLY COLLEGE OF ENGINEERING,37,B.Tech. Information Technology,106,106,1
9618,PONJESLY COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,173,173,0
9618,PONJESLY COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,250,250,5
9618,PONJESLY COLLEGE OF ENGINEERING,84,B.E Civil Engineering,78,78,0
9618,PONJESLY COLLEGE OF ENGINEERING,93,B.E Automobile Engineering,20,20,0
6129,Vivekanandha College of Engineering for Women,61,B.E. Computer Science and Engineering,442,442,363
6129,Vivekanandha College of Engineering for Women,65,B.E. Electrical and Electronics Engineering,327,327,185
6129,Vivekanandha College of Engineering for Women,37,B.Tech. Information Technology,275,275,173
6129,Vivekanandha College of Engineering for Women,1093,BIOMEDICAL ENGINEERING,87,87,49
6129,Vivekanandha College of Engineering for Women,79,B.E Biomedical Engineering,64,64,9
6129,Vivekanandha College of Engineering for Women,81,B.E Electronics and Communication Engineering,496,496,292
6129,Vivekanandha College of Engineering for Women,99,B.Tech. Biotechnology,263,263,161
6129,Vivekanandha College of Engineering for Women,110,B.E Computer Science and Technology,111,111,0
6178,SONA COLLEGE OF TECHNOLOGY,1029,MECHANICAL ENGG DESIGN AND DRAFTING (FULL TIME),3,3,2
6178,SONA COLLEGE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,661,661,117
6178,SONA COLLEGE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,471,471,177
6178,SONA COLLEGE OF TECHNOLOGY,37,B.Tech. Information Technology,511,511,4
6178,SONA COLLEGE OF TECHNOLOGY,7020,B.Tech Construction Engineering and Management,14,14,0
6178,SONA COLLEGE OF TECHNOLOGY,79,B.E Biomedical Engineering,188,188,115
6178,SONA COLLEGE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,478,478,351
6178,SONA COLLEGE OF TECHNOLOGY,83,B.E Mechanical Engineering,544,544,73
6178,SONA COLLEGE OF TECHNOLOGY,84,B.E Civil Engineering,285,285,143
6178,SONA COLLEGE OF TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,256,256,64
6178,SONA COLLEGE OF TECHNOLOGY,98,B.E Mechatronics Engineering,160,160,34
6178,SONA COLLEGE OF TECHNOLOGY,101,B.Tech. Fashion Technology,257,257,164
6178,SONA COLLEGE OF TECHNOLOGY,109,B.E Power System Engineering,2,2,0
6178,SONA COLLEGE OF TECHNOLOGY,111,B.E Structural Engineering,41,41,0
6178,SONA COLLEGE OF TECHNOLOGY,123,B.E Computer and Communication Engineering,1,1,0
7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,84,84,0
7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,24,24,0
7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,27,27,0
7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,57,57,0
7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,17,17,0
7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,101,B.Tech. Fashion Technology,81,81,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,1030,ELECTRICAL AND ELECTRONICS ENGINEERING (FULL TIME),1,1,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,164,164,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,125,125,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,79,B.E Biomedical Engineering,169,169,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,125,125,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,154,154,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,64,64,0
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,137,B.E. Bio Medical Engineering,1,1,0
7106,CSI COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,146,146,0
7106,CSI COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,15,15,0
7106,CSI COLLEGE OF ENGINEERING,37,B.Tech. Information Technology,56,56,0
7106,CSI COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,43,43,0
7106,CSI COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,57,57,0
7106,CSI COLLEGE OF ENGINEERING,84,B.E Civil Engineering,15,15,0
6231,VSA GROUP OF INSTITUTIONS,61,B.E. Computer Science and Engineering,55,55,0
6231,VSA GROUP OF INSTITUTIONS,65,B.E. Electrical and Electronics Engineering,53,53,0
6231,VSA GROUP OF INSTITUTIONS,81,B.E Electronics and Communication Engineering,15,15,0
6231,VSA GROUP OF INSTITUTIONS,83,B.E Mechanical Engineering,95,95,0
6231,VSA GROUP OF INSTITUTIONS,84,B.E Civil Engineering,24,24,0
6225,SELVAM COLLEGE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,164,164,0
6225,SELVAM COLLEGE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,59,59,0
6225,SELVAM COLLEGE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,143,143,0
6225,SELVAM COLLEGE OF TECHNOLOGY,83,B.E Mechanical Engineering,108,108,0
6225,SELVAM COLLEGE OF TECHNOLOGY,84,B.E Civil Engineering,28,28,0
6225,SELVAM COLLEGE OF TECHNOLOGY,99,B.Tech. Biotechnology,157,157,0
6220,PAAVAI COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,261,261,0
6220,PAAVAI COLLEGE OF ENGINEERING,62,B.E. Mechanical Engineering,1,1,0
6220,PAAVAI COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,71,71,0
6220,PAAVAI COLLEGE OF ENGINEERING,1093,BIOMEDICAL ENGINEERING,5,5,0
6220,PAAVAI COLLEGE OF ENGINEERING,79,B.E Biomedical Engineering,109,109,0
6220,PAAVAI COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,25,25,0
6220,PAAVAI COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,48,48,1
6220,PAAVAI COLLEGE OF ENGINEERING,84,B.E Civil Engineering,3,3,0
6220,PAAVAI COLLEGE OF ENGINEERING,86,B.Tech. Artificial Intelligence and Data Science,103,103,0
6220,PAAVAI COLLEGE OF ENGINEERING,93,B.E Automobile Engineering,41,41,0
6220,PAAVAI COLLEGE OF ENGINEERING,137,B.E. Bio Medical Engineering,1,1,0
6115,Mahindra Institute of Engineering & Technology,61,B.E. Computer Science and Engineering,204,204,0
6115,Mahindra Institute of Engineering & Technology,83,B.E Mechanical Engineering,24,24,0
6115,Mahindra Institute of Engineering & Technology,100,B.E Aeronautical Engineering,26,26,0
6115,Mahindra Institute of Engineering & Technology,145,B.E. Petrochemical Engineering,89,89,0
6211,Idhaya Engineering College for Women,61,B.E. Computer Science and Engineering,92,92,0
6211,Idhaya Engineering College for Women,65,B.E. Electrical and Electronics Engineering,19,19,0
6211,Idhaya Engineering College for Women,37,B.Tech. Information Technology,44,44,0
6211,Idhaya Engineering College for Women,81,B.E Electronics and Communication Engineering,38,38,0
6226,SHREENIVASA ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,183,183,73
6226,SHREENIVASA ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,39,39,0
6226,SHREENIVASA ENGINEERING COLLEGE,79,B.E Biomedical Engineering,144,144,2
