College Code,College Name ,Taluk,District,Pincode,College Address
6214,MAHA BARATHI ENGINEERING COLLEGE,KALLAKURICHI,VILUPPURAM,606201,"A. Vasudevanur, Chinnasalem"
6215,MAHENDRA COLLEGE OF ENGINEERING,,SALEM,636106,"Mahendra Salem Campus, Attur Main Road, Minnampalli"
6216,MUTHAYAMMAL ENGINEERING COLLEGE,RASIPURAM,NAMAKKAL,637408,"Kakkaveri Post, Rasipuram"
6217,MUTHAYAMMAL COLLEGE OF ENGINEERING,RASIPURAM,NAMAKKAL,637408,Kakkaveri Post
6218,P G P COLLEGE OF ENGINEERING AND TECHNOLOGY,,NAMAKKAL,637207,"NH-7, Namakal-Karur Main Road, Paramathi"
6219,PAAVAAI GROUP OF INSTITUTIONS,,NAMAKKAL,637018,"NH-7, Paavai  Nagar, Puduchatram Post, Pachal"
6220,PAAVAI COLLEGE OF ENGINEERING,,NAMAKKAL,637018,"NH-7, Paavai Nagar, Pachal"
6221,PAAVAI ENGINEERING COLLEGE,,NAMAKKAL,637018,"NH-7, Paavai Nagar, Pachal, Pachal"
6222,PAVAI COLLEGE OF TECHNOLOGY,,NAMAKKAL,637018,"NH-7, Paavai Nagar, Pachal"
6223,S R S COLLEGE OF ENGINEERING AND TECHNOLOGY,,SALEM,636122,"Harur Main Road, Kuppanur"
6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY,,SALEM,636111,"NH-68, Salem-Attur Main Road, M.Perumapalayam, Mettupatty, Selliamman Nagar"
6225,SELVAM COLLEGE OF TECHNOLOGY,,NAMAKKAL,637003,"NH-7, Salem Road, Ponnusamy Nagar, Pappinaickenpatti Post"
6226,SHREENIVASA ENGINEERING COLLEGE,,DHARMAPURI,635301,"Bommidi Village, B.Pallipatti post"
6227,SRG ENGINEERING COLLEGE,,NAMAKKAL,637017,"SH-95, Mohanur Road, Aniyapuram post"
6228,SRI GANESH SCHOOL OF BUSINESS MANAGEMENT,,SALEM,636111,"Attur Main Road, Mettupatti"
6229,T.S.M. JAIN COLLEGE OF TECHNOLOGY,,VILUPPURAM,606201,"Melur Village, Kallakurichi"
6230,TAGORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,"Attur Taluk,",SALEM,636112,"Salem - Chennai Main Road, Deviyakurichi post"
6231,VSA GROUP OF INSTITUTIONS,,SALEM,636010,"NH-47, Main Road, Uthamasolapuram post"
6232,"VASAVI VIDYA TRUST GROUP OF INSTITUTIONS""""",,SALEM,636103,"Vysya College Campus, Masinaickenpatty, Ayothiyapattinam post, Ramakrishnapuram"
6233,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUCHIRAPPALLI,621215,"Nammakal - Trichy main road, Tholurpatti, Thottiyam"
6234,SKANDHA SCHOOL OF ARCHITECTURE,,SALEM,637103,KUDALUR(PO)MAGUDANCHAVADI SANKAGIRI TK
6235,A V S COLLEGE OF TECHNOLOGY,,SALEM,636106,Attur Main RoadChinna Goundapuram
6236,INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,,SALEM,636001,FOULKE'S COMPOUNDTHILLAI NAGAR
7100,"ANNA UNIVERSITY REGIONAL CAMPUS, COIMBATORE",,COIMBATORE,641046,"Maruthamalai Road, Navavoor, Somayampalayam Post"
7101,ADITHYA INSTITUTE OF TECHNOLOGY,,COIMBATORE,641107,"S F NO. 344, Sathy Main Road, S.S. Kulum, Kurumbapalayam"
7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUPPUR,641665,"Angal Nagar, P K Palayam, Ugayanur, Dharapuram Main Road"
7104,CHRIST THE KING ENGINEERING COLLEGE,,COIMBATORE,641104,"158/3 Onnipalayam Road, Cecilia Gardens, Chikkarampalayam Village, Karamadai"
7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY,,COIMBATORE,641109,"Vellimalaipattinam, Thondamuthur Via, Narasipuram"
7106,CSI COLLEGE OF ENGINEERING,Coonoor Taluk,THE NILGIRIS,643215,Ketti
7107,DR.N G P INSTITUTE OF TECHNOLOGY,Coimbatore North,COIMBATORE,641048,"Dr.N G P Nagar, Kalappatti Road"
7108,DR.NALLINI INSTITUTE OF ENGINEERING AND TECHNOLOGY,,TIRUPPUR,638673,"68, Palani road, Achiyur, Dharapuram"
7109,INDUS COLLEGE OF ENGINEERING,,COIMBATORE,641101,"Indus Valley, Kalimangalam Village, Alandurai Post"
7110,INFO INSTITUTE OF ENGINEERING,,COIMBATORE,641107,"S F NO.194-200, N.H.209, Sathy Road, Kovilpalayam"
7111,JANSONS INSTITUTE OF TECHNOLOGY,SULUR,COIMBATORE,641659,National Highway - 47Karumathampatti
7112,JAI SHRIRAM ENGINEERING COLLEGE,KANGAYAM,TIRUPPUR,638660,"Dharapuram Road, Avinashipalayam Post"
7113,K P R INSTITUTE OF ENGINEERING AND TECHNOLOGY,,COIMBATORE,641407,"S F NO.204/2 & 204/4, Kollupalayam, Arasur Panchayat"
7114,K.P.R.SCHOOL OF BUSINESS,,COIMBATORE,641407,"S F NO.204/4, KPR KNOWLEDGE CITY, Kollupalayam, Arasur Panchayat"
7115,KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY,SULUR,COIMBATORE,641402,"Pallapalayam, Kannampalayam Post"
7116,KATHIR COLLEGE OF ENGINEERING,,COIMBATORE,641062,"Wisdom Tree, Avinashi Road, Neelambur"
7117,KGISL INSTITUTE OF TECHNOLOGY,,COIMBATORE,641035,"365, Thudiyalur Road, KGISL Campus, Saravanampatti"
7118,KTVR KNOWLEDGE PARK FOR ENGINEERING AND TECHNOLOGY,,COIMBATORE,641025,"C/o KTVR Gardens, 219, Marudha Konar Road, Velandipalayam"
7119,KV INSTITUTE OF MANAGEMENT AND INFORMATION STUDIES,,COIMBATORE,641107,"N H 209, SATHY MAIN ROAD, Kurumbapalayam Post S. S. Kulam Via"
7120,MAHARAJA INSTITUTE OF TECHNOLOGY,SULUR,COIMBATORE,641407,"Arasur, Nillambur"
7121,MCGAN'S OOTY SCHOOL OF ARCHITECTURE,,THE NILGIRIS,643002,"P.B.No:17 , 5/635, Perar, Kothagiri  Road"
7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY,"Palladam Taluk,",COIMBATORE,641659,"NH - 47, Avinashi Road, Kaniyur Post"
7123,PARK COLLEGE OF TECHNOLOGY,SULUR,COIMBATORE,641659,"Prema Ravi Nagar, Karumathampatti"
7124,PPG BUSINESS SCHOOL,Coimbatore North,COIMBATORE,641035,"Rathinagiri Road, Saravanampatti Post"
7125,PPG INSTITUTE OF TECHNOLOGY,Coimbatore North,COIMBATORE,641035,"Rathinagiri Road, Saravanampatti Post"
7126,PRAHAR SCHOOL OF ARCHITECTURE,,COIMBATORE,641043,"Prahar Foundation, 11-A, Remy LayoutBharathi Park Cross 3rd Road Saibaba Colony"
7127,AMBAL PROFESSIONAL GROUP OF INSTITUTIONS,,TIRUPPUR,641662,"166, 167 Professional Nagar, NH-67, K.N.Puram, Palladam, Near Karanampettai"
7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY,SULUR,COIMBATORE,641402,"Kumaran Kottam Campus, Kannampalayam"
7129,RVS TECHNICAL CAMPUS-COIMBATORE,SULUR,COIMBATORE,641402,"Kumaran Kottam Campus, Kannampalayam"
7130,RANGANATHAN ARCHITECTURE COLLEGE,,COIMBATORE,641109,"Zakirnaikan Palayam, Viraliyur Post, Thondamuthur Via"
7131,SRI SAI RANGANATHAN ENGINEERING COLLEGE,,COIMBATORE,641109,"REC Kalvi Nagar, Viraliyur Post, Thondamuthur Via"
7132,RVS INSTITUTE OF MANAGEMENT STUDIES,SULUR,COIMBATORE,641105,"Kumaran Kottam Campus, Kannampalayam"
7133,S N S COLLEGE OF ENGINEERING,,COIMBATORE,641107,"S N S Kalvi Nagar, Sathy Main Road, Kurumbapalayam Post, S. S. Kulam Via"
7134,SASURIE ACADEMY OF ENGINEERING,Coimbatore North,COIMBATORE,641653,"NH-209, Sathy Main Road, Kariyampalayam"
7135,SNS COLLEGE OF TECHNOLOGY,,COIMBATORE,641035,"SNS Kalvi Nagar, NH - 209, Sathy Main Road, Vazhiyampalayam"
7136,SREE SAKTHI ENGINEERING COLLEGE,,COIMBATORE,641104,"899/1, 898/2 Bettathapuram, Bilichi Village, Karamadai"
7137,SRI KRISHNA INSTITUTE OF MANAGEMENT,Coimbatore South,COIMBATORE,641008,"Sugunapuram, Kuniamuthur"
7138,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,Coimbatore South,COIMBATORE,641010,"Pachapalyam, Perur Chettipalayam"
7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY,Coimbatore North,COIMBATORE,641110,"Thudialur -  Kovilpalayam Road, Athipalayam"
7140,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,,COIMBATORE,641062,"S.F.No. 60 & 62, L & T By Pass, Sri Sakthi Nagar, Irugur Village, Chinniyampalayam Post"
7141,SRIGURU INSTITUTE OF TECHNOLOGY,,COIMBATORE,641110,"Kondayampalayam Post, Varathaiyangarpalayam, Near Saravanampatti"
7142,TAMILNADU COLLEGE OF ENGINEERING,SULUR,COIMBATORE,641659,"Palanisame Ravi Nagar, Karumathampatti Post"
7143,TAMILNADU SCHOOL OF ARCHITECTURE,SULUR,COIMBATORE,641659,"TCE Campus, Karumathampatti"
7144,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN,,COIMBATORE,641659,"NH-47, Avinashi Road, Near Chenniadavar Kovil, Karumathampatti"
7145,UNITED INSTITUTE OF TECHNOLOGY,Coimbatore North,COIMBATORE,641020,"G.Kovundampalayam, PeriyaNaikenpalayam"
7146,R V S COLLEGE OF COMPUTER APPLICATION,SULUR,COIMBATORE,641105,"Kumaran Kottam Campus, Kannampalayam"
7147,R.V.S. SCHOOL OF ARCHITECTURE,SULUR,COIMBATORE,641105,"Kumaran Kottam Campus, Kannampalayam"
7148,SCAD INSTITUTE OF TECHNOLOGY,,TIRUPPUR,641664,AnupattPalladam
7149,"SCHOOL OF ARCHITECTURE,C.I.E.T",,COIMBATORE,641109,"Coimb. Inst. of Engg and TechVellimalai Pattinam, Narasipuram Post"
7150,SUGUNA COLLEGE OF ENGINEERING,,COIMBATORE,641014,"386-387, Nehru NagarKalapatti Road"
7151,SUGUNA SPARK BUSINESS SCHOOL,,COIMBATORE,641107,KallipalayamCoimbatore
7152,VIVEKANANDA INSTITUTE OF MANAGEMENT STUDIES,,COIMBATORE,641107,SF NO.143/1A2Kovilpalayam S.S. Kulam Post
7153,ASIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,COIMBATORE,641110,"294/2, Asian College RoadNear Saravanampatti Kondayampalayam"
7154,PARK INSTITUTE OF ARCHITECTURE,,COIMBATORE,641659,Avinashi RoadNH-47 Kaniyur
7155,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH,,COIMBATORE,641062,Avinashi RoadNeelambur Sulur
7156,TIPS SCHOOL OF MANAGEMENT,Coimbatore South,COIMBATORE,641107,"SF 361/1A, Karuvalur RoadSS Kulam Post"
7157,TIPS SCHOOL OF ARCHITECTURE,,COIMBATORE,641107,"SF 361/1A, Karuvalur RoadMGC Palayam SS Kulam Post"
7176,COIMBATORE INSTITUTE OF TECHNOLOGY,,COIMBATORE,641014,"Avinashi Road, Civil Aerodrome Post Coimbatore"
7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE",,COIMBATORE,641013, G.C.T Post
7178,KARPAGAM COLLEGE OF ENGINEERING,,COIMBATORE,641032,"Myleripalayam VillageOthakkalMandapam, Coimbatore"
7179,KUMARAGURU COLLEGE OF TECHNOLOGY,,COIMBATORE,641049, Saravanampatty
7180,P.S.G. COLLEGE OF TECHNOLOGY,,COIMBATORE,641004,"Post Box No.1611Avinashi Road, Peelamedu"
7181,SRI RAMAKRISHNA ENGINEERING COLLEGE,,COIMBATORE,641022, Vattamalaipalayam
7182,AMRITA INSTITUTE OF TECHNOLOGY AND SCIENCE,,COIMBATORE,641112,Amrita NagarEttimadai Post
7201,A.S.L. PAULS COLLEGE OF ENGINEERING AND TECHNOLOGY,POLLACHI,COIMBATORE,642109,"Eloor, Solavampalayam Village"
7202,AJK INSTITUTE OF MANAGEMENT,,COIMBATORE,641105,"Pichanur Village, Palakkad Main Road, Navakkarai"
7203,AKSHAYA COLLEGE OF ENGINEERING & TECHNOLOGY,POLLACHI,COIMBATORE,642109,"Bagavathipalayam Road, Kinathukadavu"
7204,C M S COLLEGE OF ENGINEERING AND TECHNOLOGY,,COIMBATORE,641032,"Appachigoundenpathy, Kumittipathi, Othakalmandapam Via"
7205,EASA COLLEGE OF ENGINEERING AND TECHNOLOGY,Coimbatore South,COIMBATORE,641105,"NH-47, Palakkad Main Road, Navakkarai"
7206,HAPPY VALLEY BUSINESS SCHOOL,,COIMBATORE,641105,"Velandavalam Road, Veerapanur, Pichanur Post, K.G.Chavadi Via"
7207,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,Coimbatore South,COIMBATORE,641032,"Malumichampatty, Othakkalmandapam Post"
7208,HINDUSTHAN INSTITUTE OF TECHNOLOGY,Coimbatore South,COIMBATORE,641032,"Malumichampatty, Othakkalmandapam Post"
7209,J C T COLLEGE OF ENGINEERING AND TECHNOLOGY,Coimbatore South,COIMBATORE,641105,"Nattukal-Velamthavalam Highway, Pichanur"
7210,NEHRU INSTITUTE OF TECHNOLOGY,Coimbatore South,COIMBATORE,641105,"Jawahar Gardens, Thirumalayampalayam"
7211,STUDYWORLD COLLEGE OF ENGINEERING,,COIMBATORE,641105,"1/2A-1, Alagu Nachiamman Koil Road, Palathurai Post, Madukkarai"
7212,KARPAGAM INSTITUTE OF TECHNOLOGY,,COIMBATORE,641105,"S.F. No.247& 248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post"
7214,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,Coimbatore South,COIMBATORE,641105,"NEHRU GARDENS, Thirumalayampalayam Post"
7215,NEHRU INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT,Coimbatore South,COIMBATORE,641105,"NEHRU GARDENS, Thirumalayampalayam Post"
7216,NEHRU INSTITUTE OF MANAGEMENT STUDIES,Coimbatore South,COIMBATORE,641105,"NEHRU GARDENS, Thirumalayampalayam Post"
7217,P A COLLEGE OF ENGINEERING AND TECHNOLOGY,,COIMBATORE,642002,"Palladam Road, Puliyampatti, Pollachi"
7218,RATHINAM TECHNICAL CAMPUS,,COIMBATORE,641021,"Rathinam Techzone Campus, Pollachi Road, Eachanari"
7219,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,,COIMBATORE,641105,"NH-47, Palakkad Main Road, Navakkarai, Pichanur"
7220,S V S COLLEGE OF ENGINEERING,,COIMBATORE,642109,"JP Nagar, Arasampalayam, Pollachi"
7221,S V S SCHOOL OF ARCHITECTURE,,COIMBATORE,642109,"JP Nagar, Arasampalayam, Pollachi"
7222,SAKTHI INSTITUTE OF INFORMATION AND MANAGEMENT STUDIES,,COIMBATORE,642001,"Nethaji Road, Pollachi"
7223,SAN INTERNATIONAL BUSINESS SCHOOL,Coimbatore South,COIMBATORE,641105,"ACC Pirivu, Mavuthampathy VillageNavakkarai Post, (Near Walayar)"
7224,SAN INTERNATIONAL INFO SCHOOL,Coimbatore South,COIMBATORE,641105,"ACC Pirivu, Mavuthampathy VillageNavakkarai Post, (Near Walayar)"
7225,SASI CREATIVE SCHOOL OF BUSINESS,Coimbatore South,COIMBATORE,641032,"293/2A, Pollachi Main Road, Myleripalayam"
7226,SNT GLOBAL ACADEMY OF MANAGEMENT STUDIES AND TECHNOLOGY,,COIMBATORE,641105,"NH-47, (Near L&T Byepass Junction), Chettipalayam Pirivu, Madukkarai Post"
7227,SREE NARAYANA GURU INSTITUTE OF  MANAGEMENT STUDIES,Coimbatore South,COIMBATORE,641105,"NH-47, Pallkad Main Road, K.G Chavadi"
7228,SRI ESHWAR COLLEGE OF ENGINEERING,POLLACHI,COIMBATORE,641202,"Kondampatti, Vadasithur Via"
7229,SRI VENKATESWARA COLLEGE OF COMPUTER APPLICATIONS AND MANAGEMENT,Coimbatore South,COIMBATORE,641105,"SF, 348/1, 3G ROAD, Ettimadai, Palakkad Road"
7230,SRI VENKATESWARA INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT,Coimbatore South,COIMBATORE,641105,"SF, 348/1, 3G ROAD, Ettimadai, Palakkad Road"
7231,SVS INSTITUTE OF COMPUTER APPLICATIONS,Coimbatore South,COIMBATORE,642109,"JP Nagar, ArasampalayamMyleripalayam Via"
7232,SVS INSTITUTE OF MANAGEMENT STUDIES,Coimbatore South,COIMBATORE,642109,"JP Nagar, ArasampalayamMyleripalayam Via"
7233,AKSHAYA INSTITUTE OF MANAGEMENT STUDIES,,COIMBATORE,641032,"S F NO. 209, Premier Ngr Rd, Myleripalayam, Othakkalmandapam"
7234,N.R. SCHOOL OF ARCHITECTURE,,COIMBATORE,641202,
7235,NIGHTINGALE INSTITUTE OF TECHNOLOGY,,COIMBATORE,641105,"M.G.R Nagar, L & T Bye-Pass, Madukkarai Market Road, Madukkarai"
7236,POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,,COIMBATORE,642205,"107 / 1.B. Main Road, Poosaripatti, Pollachi"
7237,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,POLLACHI,COIMBATORE,642109,"Solavampalayam Village, Kinathukadavu"
7238,SASI CREATIVE SCHOOL OF ARCHITECTURE,,COIMBATORE,641032,"293/2B, Roja Raja Garden, NH209, Myleripalayam, Pollachi Main Road"
7239,ARJUN COLLEGE OF TECHNOLOGY,,COIMBATORE,642120,"310/1B, Chettiyakkapalayam, Thamaraikulam-Nehamam Main Road, Kinathukadavu"
7240,DHAANISH AHMED INSTITUTE OF TECHNOLOGY,,COIMBATORE,641018,"Pichanur Village, Coimbatore South "
7241,VISHNU LAKSHMI COLLEGE OF ENGINEERING & TECHNOLOGY,,COIMBATORE,641111,"10/1, Kambar StreetKanjikonampalayam Vellalore Post"
7242,CAPITAL COLLEGE OF ARCHITECTURE,,COIMBATORE,641105,"NH 47 CHETTIPALAYAM PIRIVU, PALAKKAD MAIN ROAD, MADUKKARAI"
7243,HINDUSTAN SCHOOL OF ARCHITECTURE,,COIMBATORE,641032,OTHAKALMANDAPAM POSTPOLLACHI MAIN ROAD MALUMICHAMPATTY
7244,NEHRU SCHOOL OF ARCHITECTURE,,COIMBATORE,641008,"#451-D, PALAKKAD ROAD KUNIAMTHUR"
7245,SAN ACADEMY OF ARCHITECHTURE,,COIMBATORE,641105,ACC PIRIVUNAVAKKARAI POST WALAYAR
7246,RATHINAM SCHOOL OF ARCHITECTURE,,COIMBATORE,641021,"Rathinam Techzone Campus, Pollachi Main Road, Eachanari"
7276,DR. MAHALINGAM COLLEGE OF ENGINEERING & TECHNOLOGY,,COIMBATORE,642003,"NPT-MCET Campus, Udumalai Road, Makkinaickenpatti, Pollachi"
7277,SRI KRISHNA COLLEGE OF ENGINEERING & TECHNOLOGY,,COIMBATORE,641008, Kuniamuthur
7278,SRI KRISHNA COLLEGE OF TECHNOLOGY,Coimbatore,COIMBATORE,641042,"Kovaipudur Post, Kovaipudur"
7301,AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY,BHAVANI,ERODE,638312,"Errattaikaradu, Paruvachi Post"
7302,AL-AMEEN ENGINEERING COLLEGE,ERODE,ERODE,638104,"Karundevanpalayam, Nanjai Uthukkuli"
7303,BUILDERS ENGINEERING COLLEGE,KANGAYAM,TIRUPPUR,638108,Mullipuram PostNathakadaiyur
7304,ERODE SENGUNTHAR ENGINEERING COLLEGE,PERUNDURAI,ERODE,638057,
7305,EXCEL BUSINESS SCHOOL,THIRUCHENGODE,NAMAKKAL,637303,"NH-47 Salem Main Road, Pallakapalayam, Sankari West Via"
7306,EXCEL COLLEGE OF ARCHITECTURE AND PLANNING,THIRUCHENGODE,NAMAKKAL,637303,"NH-47 Salem Main Road, Pallakapalayam, Sankari West Via"
7307,EXCEL COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUCHENGODE,NAMAKKAL,637303,"NH-47 Salem Main Road, Pallakapalayam, Sankari West Via"
7308,EXCEL COLLEGE OF TECHNOLOGY,THIRUCHENGODE,NAMAKKAL,637303,"NH-47 Salem Main Road, Pallakapalayam, Sankari West Via"
7309,EXCEL ENGINEERING COLLEGE,THIRUCHENGODE,NAMAKKAL,637303,"NH-47 Salem Main Road, Pallakapalayam, Sankari West Via"
7310,GEM BUSINESS ACADEMY,,ERODE,638456,"Kolappalur, Gobichettipalayam"
7311,INSTITUTE OF ROAD AND TRANSPORT TECHNOLOGY,,ERODE,638316,"Suriyam Palayam, Sri Vasavi College Post"
7312,J K K MUNIRAJAH COLLEGE OF TECHNOLOGY,Gobi Taluk,ERODE,638506,T.N.Palayam Post
7313,J.K.K. NATARAJA COLLEGE OF ENGINEERING AND TECHNOLOGY,,NAMAKKAL,638183,"P.B.No.151, Natarajapuram, Thattankuttai Panchayat, NH-47, Komarapalayam"
7314,J.K.K.MUNIRAJAH SCHOOL OF ARCHITECTURE,Gobi Taluk,ERODE,638506,T.N.Palayam Post
7315,K.S.R. COLLEGE OF ENGINEERING,THIRUCHENGODE,NAMAKKAL,637215,
7316,KSR INSTITUTE FOR ENGINEERING AND TECHNOLOGY,,NAMAKKAL,637215,"KSR Kalvi Nagar, Thokkavadi Post"
7317,M.P. NACHIMUTHU M. JAGANATHAN ENGINEERING COLLEGE,,ERODE,638112,"Murugathozhuvu Post, Chennimalai"
7318,MAHARAJA ENGINEERING COLLEGE,AVINASHI,TIRUPPUR,641654,"Kuppandampalayam, Palankarai"
7319,MAHARAJA ENGINEERING COLLEGE FOR WOMEN,,ERODE,638052,"Post Box No. 17, Erode Road, Perundurai"
7320,MAHARAJA PRITHVI ENGINEERING COLLEGE,AVINASHI,TIRUPPUR,641654,Kuppandapalayam Post
7321,NANDHA COLLEGE OF TECHNOLOGY,,ERODE,638052,"235, Chennimalaipalayam Road, Veppampalayam Village, Pitchandampalayam Post"
7322,NANDHA ENGINEERING COLLEGE,,ERODE,638052,"28, Erode - Perundurai Road, Vaikkalmedu, Pitchandampalayam Post"
7323,S.S.M. COLLEGE OF ENGINEERING,THIRUCHENGODE,NAMAKKAL,638183,"NH-47, Salem Main RoadValayakaranur, Komarapalayam"
7324,SASURIE COLLEGE OF ENGINEERING,AVINASHI,TIRUPPUR,638056,"Uthukuli Main Road, Naduppati Post, Vijayamangalam Via"
7325,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE,,ERODE,638455,OthakuthiraiK.Mettupalayam Post Gobichettipalayam
7326,SRI RAMANATHAN ENGINEERING COLLEGE,AVINASHI,TIRUPPUR,638056,"Uthukuli Main Road, Naduppati Post, Vijayamangalam Via"
7327,SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY,SANKARI,SALEM,637304,"Pullipalayam Village, Morur Post"
7328,SURYA ENGINEERING COLLEGE,ERODE,ERODE,638107,MettukadaiKathirampatti Post
7329,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ERODE,ERODE,638012,
7330,VIDHYA MANDHIR INSTITUTE OF TECHNOLOGY,,ERODE,638052,"Chennimalai State Highway, Ingur Post, Perundurai"
7331,VIDYAA VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,,NAMAKKAL,637214,"Palipallayam Main Road, Tiruchengode"
7332,VIVEKANANDHA ENGINEERING COLLEGE FOR WOMEN,,SALEM,637303,"NH-47, Salem - Kovai Highway, Veerachipalayam, Sankari West Post"
7333,JAIRUPAA COLLEGE OF ENGINEERING,KANGAYAM,TIRUPPUR,641604,ThottiapalayamKathankannai (PO)
7334,KONGU SCHOOL OF ARCHITECTURE,,ERODE,638052,"Kongu Engg. Coll. CampusPerundurai Railway Station Road Thoppupalayam(PO), Perundurai"
7376,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,,ERODE,638401,Sathy-Bhavani (State Highway)Alathukombai Sathyamangalam
7377,K.S.RANGASAMY COLLEGE OF TECHNOLOGY,,NAMAKKAL,637215, Thokkavadi
7378,KONGU ENGINEERING COLLEGE,,ERODE,638052,"Thoppupalyam, Vadamugam Vellode, Perundurai Post"
8100,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI (BIT CAMPUS)",,TIRUCHIRAPPALLI,620024,"NH 210, Pudukkottai Main Road, Mandaiyur"
8101,C.A.R.E. SCHOOL OF ARCHITECTURE,,TIRUCHIRAPPALLI,620009,"No:27, Thayanoor Village, Kuttapatti"
8102,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,SRIRANGAM,TIRUCHIRAPPALLI,639103,"Kulumani Main Road, Perur"
8103,DESIGNED ENVIRONMENT ACADEMY AND RESEARCH INSTITUTE,MANNACHANALLUR,TIRUCHIRAPPALLI,621213,Thirupainjili RoadPandiyapuram
8104,DHANALAKSHMI SRINIVASAN ENGINEERING COLLEGE,,PERAMBALUR,621212,"Thuraiyur Road, Perambalur"
8105,DHANALAKSHMI SRINIVASAN INSTITUTE OF MANAGEMENT,,PERAMBALUR,621212,"Thuraiyur Road, Perambalur"
8106,DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,,CUDDALORE,606303,"Raja Nagar, Vaithiyanathapuram, Tholudur"
8107,CARE College of Engineering,,TIRUCHIRAPPALLI,620009,"No.27, Thayanoor VillageDindigul Road"
8108,HALLMARK BUSINESS SCHOOL,,TIRUCHIRAPPALLI,620102,"Santhapuram, Allithurai-Pirattiyur Road, Somarasempettai Post"
8109,HOLY ANGELS SCHOOL OF BUSINESS,,PERAMBALUR,621113,"Chennai-Trichy National Highway, Siruvachur"
8110,IMAYAM COLLEGE OF ENGINEERING,THURAIYUR,TIRUCHIRAPPALLI,621206,"Kannanur, Vadakkuveli"
8111,IMAYAM COLLEGE OF INFORMATION TECHNOLOGY,THURAIYUR,TIRUCHIRAPPALLI,621206,"Kannanur Post, Vadakkuveli"
8112,INDRA GANESAN COLLEGE OF ENGINEERING,SRIRANGAM,TIRUCHIRAPPALLI,620012,"Madurai Main Road, NH-45B, Manikandam"
8113,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUCHIRAPPALLI,620009,"Ammapettai, Poolangulathupatti, Srirangam"
8114,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,THURAIYUR,TIRUCHIRAPPALLI,621014,"Karattampatti, Pagalavadi Post"
8115,K. RAMAKRISHNAN COLLEGE OF ENGINEERING,,TIRUCHIRAPPALLI,621112,"Samayapuram, Kaniyamanickkam, Mannachannallur"
8116,K.K.C COLLEGE OF ENGINEERING AND TECHNOLOGY,,ARIYALUR,621802,"T.Palur RoadKaradekulam Post, Jayankondam"
8117,K.RAMAKRISHNAN COLLEGE OF TECHNOLOGY,,TIRUCHIRAPPALLI,621112,"Kariyamanikam Road, Samayapuram"
8118,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUCHIRAPPALLI,621307,Vengaikurichi VillageMalaiyadipatti Post Manapparai
8119,M.A.M. SCHOOL OF ARCHITECTURE,,TIRUCHIRAPPALLI,621105,"Trichy-Chennai Trunk Road, Siruganur"
8120,M.A.M. COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUCHIRAPPALLI,621105,"Trichy - Chennai Trunk Road, Siruganur"
8121,M.A.M. SCHOOL OF ENGINEERING,,TIRUCHIRAPPALLI,621105,"Trichy - Chennai Trunk Road, Siruganur"
