college_id,college_code,college_name
919,8101,C.A.R.E. SCHOOL OF ARCHITECTURE
923,8105,DHANALAKSHMI SRINIVASAN INSTITUTE OF MANAGEMENT
912,7332,VIVEKANANDHA ENGINEERING COLLEGE FOR WOMEN
910,7330,VIDHYA MANDHIR INSTITUTE OF TECHNOLOGY
906,7326,SRI RAMANATHAN ENGINEERING COLLEGE
946,8128,MOOKAMBIGAI COLLEGE OF ENGINEERING
966,8149,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING
933,8115,K. RAMAKRISHNAN COLLEGE OF ENGINEERING
908,7328,Surya Engineering College 
952,8134,ROEVER COLLEGE OF ENGINEERING AND TECHNOLOGY
945,8127,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE
965,8148,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR"
953,8135,ROEVER ENGINEERING COLLEGE
954,8136,ROEVER INSTITUTE OF MANAGEMENT
934,8116,K.K.C COLLEGE OF ENGINEERING AND TECHNOLOGY
951,8133,R.V.S - K.V.K INSTITUTE OF MANAGEMENT STUDIES
981,8204,ANJALAI AMMAL MAHALINGAM ENGINEERING COLLEGE
971,8154,SRI RAMAKRISHNA COLLEGE OF ENGINEERING
1017,9109,KARPAGA VINAYAGA INSTITUTE OF MANAGEMENT
1004,8226,ARIFA INSTITUTE OF TECHNOLOGY
983,8206,ARASU ENGINEERING COLLEGE
1001,8223,VANDAYAR ENGINEERING COLLEGE
985,8208,E.G.S.PILLAY ENGINEERING COLLEGE
1019,9111,MADURAI INSTITUTE OF ENGINEERING AND TECHNOLOGY
1002,8224,M R K INSTITUTE OF TECHNOLOGY
968,8151,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY
970,8153,RVS-KVK SCHOOL OF ARCHITECTURE
996,8218,SMR EAST COAST COLLEGE OF ENGINEERING AND TECHNOLOGY
980,8203,A.V.C COLLEGE OF ENGINEERING
982,8205,ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY
967,8150,DHANALAKSHMI SRINIVASAN INSTITUTE OF RESEARCH AND TECHNOLOGY
979,8202,A.R.J. INSTITUTE OF MANAGEMENT STUDIES
1013,9105,GANAPATHY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY
1007,8302,SVS INTERNATIONAL COLLEGE OF ARCHITECTURE
1003,8225,SWAMI VIVEKANANDA INSTITUTE OF MANAGEMENT
992,8214,PONNAIYAH RAMAJAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY
986,8209,GNANAM SCHOOL OF BUSINESS
977,8176,PERIYAR MANIAMMAI COLLEGE OF TECHNOLOGY FOR WOMEN
969,8152,NALANDA SCHOOL OF BUSINESS
1046,9202,CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY
1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY
990,8212,P.R.ENGINEERING COLLEGE 
1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE
999,8221,University College of Engineering Pattukkottai
991,8213,Parisutham Institute of Technology and Science 
1051,9207,M.KUMARASAMY COLLEGE OF ENGINEERING
1056,9212,VEERAMMAL ENGINEERING COLLEGE
1035,9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY
1024,9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY
997,8219,"St.Joseph's College of Engineering and Technology , Thanjavur "
1057,9213,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY
1031,9123,SACS M.A.V.M.M ENGINEERING COLLEGE
1023,9115,MOHAMED SATHAK ENGINEERING COLLEGE
1029,9121,PANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY
1050,9206,KODAIKANAL INSTITUTE OF TECHNOLOGY
1026,9118,OAA-MAVMM SCHOOL OF MANAGEMENT
1021,9113,MICHAEL INSTITUTE OF MANAGEMENT
1055,9211,ODAIYAPPA COLLEGE OF ENGINEERING AND TECHNOLOGY
1049,9205,KARUR COLLEGE OF ENGINEERING
1063,9219,SRI SUBRAMANYA COLLEGE OF ENGINEERING AND TECHNOLOGY
1037,9129,ULTRA College of Engineering& Technology
1087,9503,GRACE COLLEGE OF ENGINEERING
1038,9130,University College of Engineering Ramanathapuram
1061,9217,SETHU INSTITUTE OF TECHNOLOGY
1079,9236,JAINEE COLLEGE OF ENGINEERING AND TECHNOLOGY
1083,9240,AGNI SCHOOL OF ARCHITECHTURE
1015,9107,K.L.N.COLLEGE OF INFORMATION TECHNOLOGY
1014,9106,KLN College of engineering 
1053,9209,N.S.N. College of Engineering and Technology 
1065,9221,SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY
1064,9220,Sri Vidya college of engineering and technology 
1082,9239,ARINGER ANNA COLLEGE OF ENGINEERING AND TECHNOLOGY
1030,9122,Solamalai College of Engineering
1080,9237,J.K. COLLEGE OF ARCHITECTURE
1078,9234,MADURAI SCHOOL OF MANAGEMENT
1073,9229,AGNI SCHOOL OF BUSINESS EXCELLENCE
1072,9228,AR SCHOOL OF BUSINESS
1071,9227,VPV COLLEGE OF ENGINEERING
1068,9224,V K S COLLEGE OF ENGINEERING AND TECHNOLOGY
1070,9226,VIJAY INSTITUTE OF MANAGEMENT 
1129,9606,DMI ENGINEERING COLLEGE
1114,9531,THAMIRABHARANI ENGINEERING COLLEGE
1094,9510,INFANT JESUS COLLEGE OF ENGINEERING
1099,9515,KALASALINGAM INSTITUTE OF TECHNOLOGY
1044,9177,"Thiagarajar College of Engineering, Madurai"
1121,9538,V.P.M.M. COLLEGE OF  ARCHITECTURE FOR WOMEN
1118,9535,V.P.MUTHAIAH PILLAI MEENAKSHI AMMAL ENGINEERING COLLEGE FOR WOMEN
1069,9225,"V.S.B. ENGINEERING COLLEGE, KARUR"
1103,9519,P.S.R. ENGINEERING COLLEGE
1126,9603,BETHLAHEM INSTITUTE OF ENGINEERING
1119,9536,RAMCO INSTITUTE OF TECHNOLOGY
1096,9512,J P COLLEGE OF ENGINEERING
1133,9610,K N S K COLLEGE OF ENGINEERING
1100,9516,MAHAKAVI BHARATHIYAR COLLEGE OF ENGINEERING AND TECHNOLOGY
1131,9608,JAMES COLLEGE OF ENGINEERING AND TECHNOLOGY
1123,9577,ARULMIGU KALASALINGAM COLLEGE OF ENGINEERING
1098,9514,JOE SURESH ENGINEERING COLLEGE
1107,9524,PSN INSTITUTE OF TECHNOLOGY AND SCIENCE 
1139,9616,MARTHANDAM COLLEGE OF ENGINEERING AND TECHNOLOGY
1008,9100,Anna University Regional Campus Madurai 
1162,9676,NOORUL ISLAM COLLEGE OF ENGINEERING
1122,9576,National Engineering College(Autonomous)
1134,9611,LORD JEGANNATH COLLEGE OF ENGINEERING AND TECHNOLOGY
585,3128,Agni College of Technology
1148,9625,RAJAS ENGINEERING COLLEGE
1137,9614,MAR EPHRAEM COLLEGE OF ENGINEERING AND TECHNOLOGY
881,7301,AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY
1106,9523,PSN ENGINEERING COLLEGE
1149,9626,UDAYA SCHOOL OF ENGINEERING
1132,9609,Jayamatha Engineering College
1159,9636,LOURDES MOUNT COLLEGE OF ENGINEERING AND TECHNOLOGY
1108,9525,Renganayagi Varatharaj college of engineering 
1157,9634,SIGMA COLLEGE OF ARCHITECTURE
1160,9637,NARAYANAGURU SIDDHARTHA COLLEGE OF ENGINEERING
1161,9638,GOOD SHEPHERD COLLEGE OF ENGINEERING & TECHNOLOGY
1154,9631,ARUL COLLEGE OF TECHNOLOGY
1147,9624,TAMIZHAN COLLEGE OF ENGINEERING AND TECHNOLOGY
792,7124,PPG Business School 
1145,9622,St.Xavier's Catholic College of Engineering
770,7101,ADITHYA INSTITUTE OF TECHNOLOGY
878,7276,Dr.Mahalingam College of Engineering and Technology
922,8104,Dhanalakshmi Srinivasan Engineering College 
947,8129,"OASYS Institute of Technology, Trichy"
634,4208,Chendu College of Engineering and Technology
1101,9517,"Mepco Schlenk Engineering College, Sivakasi "
1153,9630,VINS CHRISTIAN  WOMEN'S COLLEGE OF ENGINEERING  CHUNKANKADI
733,6201,AVS Engineering College
1111,9528,SCAD College of Engineering and Technology 
987,8210,K.S.K COLLEGE OF ENGINEERING AND TECHNOLOGY 
697,6105,Dhirajlal Gandhi College of Technology
1022,9114,MNSK ENGINEERING COLLEGE 
561,3105,Dhanalakshmi Srinivasan College of Engineering and Technology
1156,9633,ROHINI COLLEGE OF ENGINEERING AND TECHNOLOGY
984,8207,AS-SALAM COLLEGE OF ENGINEERING & TECHNOLOGY
524,2105,Dmi college of Engineering
660,5105,Bharathidasan Engineering College 
1150,9627,Universal College of Engineering and Technology Vallioor 
714,6122,"Sengunthar College of Engineering, Tiruchengode "
536,2117,Rajalakshmi Institute of Technology 
477,1105,GOJAN SCHOOL OF BUSINESS AND TECHNOLOGY
1058,9214,RVS EDUCATIONAL TRUSTS GROUP OF INSTITUTIONS
907,7327,Sri shanmugha college of engineering and technology 
659,5104,Arunai Engineering College 
842,7210,Nehru Institute of Technology
1117,9534,V V College of Engineering 
652,4226,UNIVERSITY COLLEGE OF ENGINEERING PANRUTI 
504,1132,Velammal Engineering College 
